locus_tag	ftype	length_bp	gene	EC_number	COG	product
FBNFPFMN_00789	CDS	144				hypothetical protein
FBNFPFMN_00790	CDS	384				hypothetical protein
FBNFPFMN_00791	CDS	432				hypothetical protein
FBNFPFMN_00792	CDS	153				hypothetical protein
FBNFPFMN_00793	CDS	915				hypothetical protein
FBNFPFMN_00794	CDS	1014	glmU			Bifunctional protein GlmU
FBNFPFMN_00795	CDS	2460	mutS2	3.1.-.-		Endonuclease MutS2
FBNFPFMN_00796	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
FBNFPFMN_00797	CDS	444				hypothetical protein
FBNFPFMN_00798	CDS	4089	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
FBNFPFMN_00799	CDS	1257	htpX_2	3.4.24.-		Protease HtpX
FBNFPFMN_00800	CDS	231				hypothetical protein
FBNFPFMN_00801	CDS	831				IS200/IS605 family transposase ISMae41
FBNFPFMN_00802	CDS	294				hypothetical protein
FBNFPFMN_00803	CDS	201				hypothetical protein
FBNFPFMN_00804	CDS	1773	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
FBNFPFMN_00805	CDS	1521	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
FBNFPFMN_00806	CDS	1734				hypothetical protein
FBNFPFMN_00807	CDS	534				hypothetical protein
FBNFPFMN_00808	CDS	540	aroK	2.7.1.71	COG0703	Shikimate kinase
FBNFPFMN_00809	CDS	798	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
FBNFPFMN_00810	CDS	189				hypothetical protein
FBNFPFMN_00811	CDS	1308	arcA	3.5.3.6		Arginine deiminase
FBNFPFMN_00812	CDS	984		1.18.1.2	COG0492	Ferredoxin--NADP reductase
FBNFPFMN_00813	CDS	492				hypothetical protein
FBNFPFMN_00814	CDS	1410		1.17.1.9		Formate dehydrogenase, mitochondrial
FBNFPFMN_00815	CDS	867	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FBNFPFMN_00816	CDS	1545	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
FBNFPFMN_00817	CDS	363	tatA			Sec-independent protein translocase protein TatA
FBNFPFMN_00818	CDS	1086	add	3.5.4.4	COG1816	Adenosine deaminase
FBNFPFMN_00819	CDS	1293	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
FBNFPFMN_00820	CDS	300				hypothetical protein
FBNFPFMN_00821	CDS	294				hypothetical protein
FBNFPFMN_00822	CDS	942				hypothetical protein
FBNFPFMN_00823	CDS	654	uvrY		COG2197	Response regulator UvrY
FBNFPFMN_00824	CDS	1398				hypothetical protein
FBNFPFMN_00825	CDS	843				hypothetical protein
FBNFPFMN_00826	CDS	840				hypothetical protein
FBNFPFMN_00827	CDS	951	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
FBNFPFMN_00828	CDS	1197	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
FBNFPFMN_00829	CDS	927				hypothetical protein
FBNFPFMN_00830	CDS	666				hypothetical protein
FBNFPFMN_00831	CDS	735	lpxH_1	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
FBNFPFMN_00832	CDS	2376	mrcA		COG5009	Penicillin-binding protein 1A
FBNFPFMN_00833	CDS	1296	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
FBNFPFMN_00834	CDS	543				hypothetical protein
FBNFPFMN_00835	CDS	855	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
FBNFPFMN_00836	CDS	960	thrB	2.7.1.39	COG0083	Homoserine kinase
FBNFPFMN_00837	CDS	2466	thrA_3		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
FBNFPFMN_00838	CDS	858	MTAP_1	2.4.2.1		S-methyl-5'-thioadenosine phosphorylase
FBNFPFMN_00839	CDS	1197	gpsB			Cell cycle protein GpsB
FBNFPFMN_00840	CDS	759			COG0325	Pyridoxal phosphate homeostasis protein
FBNFPFMN_00841	CDS	186				hypothetical protein
FBNFPFMN_00842	CDS	2547				hypothetical protein
FBNFPFMN_00843	CDS	513	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
FBNFPFMN_00844	CDS	285				hypothetical protein
FBNFPFMN_00845	CDS	267				hypothetical protein
FBNFPFMN_00846	CDS	942				hypothetical protein
FBNFPFMN_00847	CDS	711	hmp_2	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
FBNFPFMN_00848	CDS	381				hypothetical protein
FBNFPFMN_00849	CDS	1191				hypothetical protein
FBNFPFMN_00850	CDS	678	kefC_2			Glutathione-regulated potassium-efflux system protein KefC
FBNFPFMN_00851	CDS	315				hypothetical protein
FBNFPFMN_00852	CDS	486				hypothetical protein
FBNFPFMN_00853	CDS	399				hypothetical protein
FBNFPFMN_00854	CDS	942				hypothetical protein
FBNFPFMN_00855	CDS	393				hypothetical protein
FBNFPFMN_00856	CDS	384				hypothetical protein
FBNFPFMN_00857	CDS	249				hypothetical protein
FBNFPFMN_00858	CDS	1041		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
FBNFPFMN_00859	CDS	1068	tdh_1	1.1.1.103		L-threonine 3-dehydrogenase
FBNFPFMN_00860	CDS	438				hypothetical protein
FBNFPFMN_00861	CDS	822				hypothetical protein
FBNFPFMN_00862	CDS	519	dinG_1	3.1.-.-		3'-5' exonuclease DinG
FBNFPFMN_00863	CDS	513				Single-stranded DNA-binding protein
FBNFPFMN_00864	CDS	1554		4.3.1.23	COG2986	Tyrosine ammonia-lyase
FBNFPFMN_00865	CDS	2544	pcrA_3	3.6.4.12		ATP-dependent DNA helicase PcrA
FBNFPFMN_00866	CDS	195				hypothetical protein
FBNFPFMN_00867	CDS	435				hypothetical protein
FBNFPFMN_00868	CDS	1254		1.6.3.5		Renalase
FBNFPFMN_00869	CDS	1521	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
FBNFPFMN_00870	CDS	1383				hypothetical protein
FBNFPFMN_00871	CDS	1110	mdtE_1			Multidrug resistance protein MdtE
FBNFPFMN_00872	CDS	3147	bepE			Efflux pump membrane transporter BepE
FBNFPFMN_00873	CDS	1344	bepC			Outer membrane efflux protein BepC
FBNFPFMN_00874	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
FBNFPFMN_00875	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
FBNFPFMN_00876	CDS	600				hypothetical protein
FBNFPFMN_00877	CDS	195				hypothetical protein
FBNFPFMN_00878	CDS	363				hypothetical protein
FBNFPFMN_00879	CDS	447				hypothetical protein
FBNFPFMN_00880	CDS	204	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
FBNFPFMN_00881	CDS	774	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBNFPFMN_00882	CDS	1140				hypothetical protein
FBNFPFMN_00883	CDS	1311	xseA	3.1.11.6		Exodeoxyribonuclease 7 large subunit
FBNFPFMN_00884	CDS	522		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
FBNFPFMN_00885	CDS	873		2.7.1.-		putative ketoamine kinase
FBNFPFMN_00886	CDS	312	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
FBNFPFMN_00887	CDS	225				hypothetical protein
FBNFPFMN_00888	CDS	1050		1.13.11.63		beta-carotene 15,15'-dioxygenase
FBNFPFMN_00889	CDS	1476	crtN_1	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
FBNFPFMN_00890	CDS	705	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
FBNFPFMN_00891	CDS	1383	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
FBNFPFMN_00892	CDS	750				hypothetical protein
FBNFPFMN_00893	CDS	489	iscR			HTH-type transcriptional regulator IscR
FBNFPFMN_00894	CDS	747	lytR_2		COG3279	Sensory transduction protein LytR
FBNFPFMN_00895	CDS	1140				hypothetical protein
FBNFPFMN_00896	CDS	738				hypothetical protein
FBNFPFMN_00897	CDS	969	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
FBNFPFMN_00898	CDS	837				hypothetical protein
FBNFPFMN_00899	CDS	2211				hypothetical protein
FBNFPFMN_00900	CDS	210				hypothetical protein
FBNFPFMN_00901	CDS	309				hypothetical protein
FBNFPFMN_00902	CDS	1080	bioB	2.8.1.6		Biotin synthase
FBNFPFMN_00903	CDS	891				hypothetical protein
FBNFPFMN_00904	CDS	399				hypothetical protein
FBNFPFMN_00905	CDS	2274	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00906	CDS	471				hypothetical protein
FBNFPFMN_00907	CDS	483				IS630 family transposase ISMae27
FBNFPFMN_00908	CDS	939	RBKS	2.7.1.15		Ribokinase
FBNFPFMN_00909	CDS	429				hypothetical protein
FBNFPFMN_00910	CDS	855				hypothetical protein
FBNFPFMN_00911	CDS	663	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
FBNFPFMN_00912	CDS	858	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
FBNFPFMN_00913	CDS	327				hypothetical protein
FBNFPFMN_00914	CDS	1458				hypothetical protein
FBNFPFMN_00915	CDS	1191	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
FBNFPFMN_00916	CDS	657				hypothetical protein
FBNFPFMN_00917	CDS	564		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
FBNFPFMN_00918	CDS	561				hypothetical protein
FBNFPFMN_00919	CDS	1185	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
FBNFPFMN_00920	CDS	189				hypothetical protein
FBNFPFMN_00921	CDS	189				hypothetical protein
FBNFPFMN_00922	CDS	702				hypothetical protein
FBNFPFMN_00923	CDS	327				hypothetical protein
FBNFPFMN_00924	CDS	1299	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
FBNFPFMN_00925	CDS	600	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
FBNFPFMN_00926	CDS	861	tatC		COG0805	Sec-independent protein translocase protein TatC
FBNFPFMN_00927	CDS	1656				hypothetical protein
FBNFPFMN_00928	CDS	192				hypothetical protein
FBNFPFMN_00929	CDS	612	COQ5_1	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
FBNFPFMN_00930	CDS	438				hypothetical protein
FBNFPFMN_00931	tRNA	77				tRNA-Arg(tcg)
FBNFPFMN_00932	CDS	900			COG0589	Universal stress protein/MSMEI_3859
FBNFPFMN_00933	CDS	2844	lptD_1			LPS-assembly protein LptD
FBNFPFMN_00934	CDS	984	glkA	2.7.1.2		Glucokinase
FBNFPFMN_00935	CDS	297				hypothetical protein
FBNFPFMN_00936	CDS	1290	eno	4.2.1.11		Enolase
FBNFPFMN_00937	CDS	1356				hypothetical protein
FBNFPFMN_00938	CDS	1386				hypothetical protein
FBNFPFMN_00939	CDS	1362				hypothetical protein
FBNFPFMN_00940	CDS	792	glgA	2.4.1.21		Glycogen synthase
FBNFPFMN_00941	CDS	627	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
FBNFPFMN_00942	CDS	375				hypothetical protein
FBNFPFMN_00943	CDS	861				hypothetical protein
FBNFPFMN_00944	CDS	975				hypothetical protein
FBNFPFMN_00945	CDS	999	lipA	2.8.1.8	COG0320	Lipoyl synthase
FBNFPFMN_00946	CDS	555				hypothetical protein
FBNFPFMN_00947	CDS	1716	nfdA_1	3.5.1.91		N-substituted formamide deformylase
FBNFPFMN_00948	CDS	1389	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
FBNFPFMN_00949	CDS	1719	recN		COG0497	DNA repair protein RecN
FBNFPFMN_00950	CDS	3483	secA			Protein translocase subunit SecA
FBNFPFMN_00951	CDS	903				hypothetical protein
FBNFPFMN_00952	CDS	948	xerC_4		COG4973	Tyrosine recombinase XerC
FBNFPFMN_00953	CDS	183				hypothetical protein
FBNFPFMN_00954	CDS	1083	corA		COG0598	Cobalt/magnesium transport protein CorA
FBNFPFMN_00955	CDS	573				hypothetical protein
FBNFPFMN_00956	CDS	1047				hypothetical protein
FBNFPFMN_00957	CDS	741				hypothetical protein
FBNFPFMN_00958	CDS	879	mscS_1		COG0668	Small-conductance mechanosensitive channel
FBNFPFMN_00959	CDS	939				hypothetical protein
FBNFPFMN_00960	CDS	1833				hypothetical protein
FBNFPFMN_00961	CDS	1833				hypothetical protein
FBNFPFMN_00962	CDS	2130	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
FBNFPFMN_00963	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
FBNFPFMN_00964	CDS	696				hypothetical protein
FBNFPFMN_00965	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
FBNFPFMN_00966	tRNA	74				tRNA-Gln(ttg)
FBNFPFMN_00967	CDS	1284	MRI1	5.3.1.23		Methylthioribose-1-phosphate isomerase
FBNFPFMN_00968	CDS	1422	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
FBNFPFMN_00969	CDS	624				hypothetical protein
FBNFPFMN_00970	CDS	306	nfuA			Fe/S biogenesis protein NfuA
FBNFPFMN_00971	CDS	1125				Iron-sulfur cluster carrier protein
FBNFPFMN_00972	CDS	963	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
FBNFPFMN_00973	CDS	843	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
FBNFPFMN_00974	CDS	735	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
FBNFPFMN_00975	CDS	825				hypothetical protein
FBNFPFMN_00976	CDS	984	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
FBNFPFMN_00977	CDS	966				hypothetical protein
FBNFPFMN_00978	CDS	681	aat	2.3.2.6		Leucyl/phenylalanyl-tRNA--protein transferase
FBNFPFMN_00979	CDS	516				hypothetical protein
FBNFPFMN_00980	CDS	1005	auaH	1.1.1.394		Aurachin B dehydrogenase
FBNFPFMN_00981	CDS	231				hypothetical protein
FBNFPFMN_00982	CDS	252				hypothetical protein
FBNFPFMN_00983	CDS	300				hypothetical protein
FBNFPFMN_00984	CDS	426				hypothetical protein
FBNFPFMN_00985	CDS	654				hypothetical protein
FBNFPFMN_00986	CDS	2070				hypothetical protein
FBNFPFMN_00987	CDS	3159	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00988	CDS	261				hypothetical protein
FBNFPFMN_00989	CDS	2445	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00990	CDS	2091	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_00991	CDS	2475	hdc	4.1.1.22		Histidine decarboxylase
FBNFPFMN_00992	CDS	486	fruA		COG1299	PTS system fructose-specific EIIABC component
FBNFPFMN_00993	CDS	1308	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
FBNFPFMN_00994	CDS	1236				hypothetical protein
FBNFPFMN_00995	CDS	429				hypothetical protein
FBNFPFMN_00996	CDS	1365				hypothetical protein
FBNFPFMN_00997	CDS	1596				hypothetical protein
FBNFPFMN_00998	CDS	1293				hypothetical protein
FBNFPFMN_00999	CDS	2562	btuB_4			Vitamin B12 transporter BtuB
FBNFPFMN_01000	CDS	210				hypothetical protein
FBNFPFMN_01001	CDS	1869	glgB_1	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
FBNFPFMN_01002	CDS	3381		2.7.1.8		Glucosamine kinase
FBNFPFMN_01003	CDS	2037	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
FBNFPFMN_01004	CDS	2184	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
FBNFPFMN_01005	CDS	1098	gfo	1.1.99.28		Glucose--fructose oxidoreductase
FBNFPFMN_01006	CDS	1866				hypothetical protein
FBNFPFMN_01007	CDS	2658				hypothetical protein
FBNFPFMN_01008	CDS	384	divK_1			Polar-differentiation response regulator DivK
FBNFPFMN_01009	CDS	678	kefC_3			Glutathione-regulated potassium-efflux system protein KefC
FBNFPFMN_01010	tRNA	76				tRNA-Met(cat)
FBNFPFMN_01011	CDS	309				hypothetical protein
FBNFPFMN_01012	CDS	1188				hypothetical protein
FBNFPFMN_01013	CDS	822				hypothetical protein
FBNFPFMN_01014	CDS	867				hypothetical protein
FBNFPFMN_01015	CDS	804				hypothetical protein
FBNFPFMN_01016	CDS	1830				hypothetical protein
FBNFPFMN_01017	CDS	417	groS_1			10 kDa chaperonin
FBNFPFMN_01018	CDS	93				hypothetical protein
FBNFPFMN_01019	CDS	750	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
FBNFPFMN_01020	CDS	1059	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
FBNFPFMN_01021	CDS	747	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
FBNFPFMN_01022	CDS	213				hypothetical protein
FBNFPFMN_01023	CDS	945				hypothetical protein
FBNFPFMN_01024	CDS	543				hypothetical protein
FBNFPFMN_01025	CDS	1191				hypothetical protein
FBNFPFMN_01026	CDS	1977	btuB_5			Vitamin B12 transporter BtuB
FBNFPFMN_01027	CDS	396				hypothetical protein
FBNFPFMN_01028	CDS	2007	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
FBNFPFMN_01029	CDS	849	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
FBNFPFMN_01030	CDS	960				hypothetical protein
FBNFPFMN_01031	CDS	684				hypothetical protein
FBNFPFMN_01032	CDS	702				hypothetical protein
FBNFPFMN_01033	CDS	648				hypothetical protein
FBNFPFMN_01034	CDS	1137			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
FBNFPFMN_01035	CDS	726		1.-.-.-		putative oxidoreductase
FBNFPFMN_01036	CDS	795				hypothetical protein
FBNFPFMN_01037	CDS	777	trmH_1	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
FBNFPFMN_01038	CDS	1623				hypothetical protein
FBNFPFMN_01039	CDS	492				hypothetical protein
FBNFPFMN_01040	CDS	384				hypothetical protein
FBNFPFMN_01041	CDS	1347	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
FBNFPFMN_01042	CDS	1194				hypothetical protein
FBNFPFMN_01043	CDS	564				hypothetical protein
FBNFPFMN_01044	CDS	513				hypothetical protein
FBNFPFMN_01045	CDS	972				hypothetical protein
FBNFPFMN_01046	CDS	258				hypothetical protein
FBNFPFMN_01047	CDS	786	xerD_2			Tyrosine recombinase XerD
FBNFPFMN_01048	CDS	114				hypothetical protein
FBNFPFMN_01049	CDS	447				hypothetical protein
FBNFPFMN_01050	CDS	2076	ligA	6.5.1.2	COG0272	DNA ligase
FBNFPFMN_01051	CDS	612				hypothetical protein
FBNFPFMN_01052	CDS	3561	smc_1		COG1196	Chromosome partition protein Smc
FBNFPFMN_01053	CDS	1116				hypothetical protein
FBNFPFMN_01054	CDS	1905				hypothetical protein
FBNFPFMN_01055	CDS	420				hypothetical protein
FBNFPFMN_01056	CDS	1089				hypothetical protein
FBNFPFMN_01057	CDS	114				hypothetical protein
FBNFPFMN_01058	CDS	3000				hypothetical protein
FBNFPFMN_01059	CDS	1149				hypothetical protein
FBNFPFMN_01060	CDS	141				hypothetical protein
FBNFPFMN_01061	CDS	1794	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
FBNFPFMN_01062	CDS	510				hypothetical protein
FBNFPFMN_01063	CDS	1533	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
FBNFPFMN_01064	CDS	477				hypothetical protein
FBNFPFMN_01065	CDS	1371				hypothetical protein
FBNFPFMN_01066	CDS	1383				hypothetical protein
FBNFPFMN_01067	CDS	249				hypothetical protein
FBNFPFMN_01068	CDS	1224	ald	1.4.1.1	COG0686	Alanine dehydrogenase
FBNFPFMN_01069	CDS	921				hypothetical protein
FBNFPFMN_01070	CDS	618				hypothetical protein
FBNFPFMN_01071	CDS	1545	lysS	6.1.1.6		Lysine--tRNA ligase
FBNFPFMN_01072	CDS	972	pal_3			Peptidoglycan-associated lipoprotein
FBNFPFMN_01073	CDS	255	rpsT		COG0268	30S ribosomal protein S20
FBNFPFMN_01074	CDS	897				hypothetical protein
FBNFPFMN_01075	CDS	501				hypothetical protein
FBNFPFMN_01076	CDS	312				hypothetical protein
FBNFPFMN_01077	CDS	315				hypothetical protein
FBNFPFMN_01078	CDS	1239	atpB			ATP synthase subunit a
FBNFPFMN_01079	CDS	231	atpE			ATP synthase subunit c
FBNFPFMN_01080	CDS	510	atpF			ATP synthase subunit b, sodium ion specific
FBNFPFMN_01081	CDS	573	atpH		COG0712	ATP synthase subunit delta
FBNFPFMN_01082	CDS	1656	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
FBNFPFMN_01083	CDS	927	atpG		COG0224	ATP synthase gamma chain
FBNFPFMN_01084	tRNA	92				tRNA-Ser(gct)
FBNFPFMN_01085	CDS	1479				hypothetical protein
FBNFPFMN_01086	CDS	1266	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
FBNFPFMN_01087	CDS	1221				hypothetical protein
FBNFPFMN_01088	CDS	807	btuF_1			Vitamin B12-binding protein
FBNFPFMN_01089	CDS	1071				hypothetical protein
FBNFPFMN_01090	CDS	1476	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
FBNFPFMN_01091	CDS	1206				hypothetical protein
FBNFPFMN_01092	CDS	3927	mdtB_3			Multidrug resistance protein MdtB
FBNFPFMN_01093	CDS	1155	mdtE_2			Multidrug resistance protein MdtE
FBNFPFMN_01094	CDS	1683				hypothetical protein
FBNFPFMN_01095	CDS	702				hypothetical protein
FBNFPFMN_01096	CDS	1344	ubiB_1	2.7.-.-		protein kinase UbiB
FBNFPFMN_01097	CDS	639				hypothetical protein
FBNFPFMN_01098	CDS	1305	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
FBNFPFMN_01099	CDS	432	yccU		COG1832	putative protein YccU
FBNFPFMN_01100	CDS	2592	leuS	6.1.1.4		Leucine--tRNA ligase
FBNFPFMN_01101	CDS	759	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
FBNFPFMN_01102	CDS	579	efp		COG0231	Elongation factor P
FBNFPFMN_01103	CDS	633	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
FBNFPFMN_01104	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
FBNFPFMN_01105	CDS	1215		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
FBNFPFMN_01106	CDS	1248				hypothetical protein
FBNFPFMN_01107	CDS	561				hypothetical protein
FBNFPFMN_01108	CDS	1617				hypothetical protein
FBNFPFMN_01109	CDS	1068				hypothetical protein
FBNFPFMN_01110	CDS	798				hypothetical protein
FBNFPFMN_01111	CDS	2697	tolB_3			Tol-Pal system protein TolB
FBNFPFMN_01112	CDS	795				hypothetical protein
FBNFPFMN_01113	CDS	777	ybfF	3.1.-.-	COG0596	Esterase YbfF
FBNFPFMN_01114	CDS	804	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FBNFPFMN_01115	CDS	1005				hypothetical protein
FBNFPFMN_01116	tRNA	74				tRNA-Arg(cct)
FBNFPFMN_01117	CDS	201				hypothetical protein
FBNFPFMN_01118	CDS	750	dinG_2	3.1.-.-		3'-5' exonuclease DinG
FBNFPFMN_01119	CDS	471				hypothetical protein
FBNFPFMN_01120	CDS	840	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
FBNFPFMN_01121	CDS	1017				hypothetical protein
FBNFPFMN_01122	CDS	555				hypothetical protein
FBNFPFMN_01123	CDS	654	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
FBNFPFMN_01124	CDS	270				hypothetical protein
FBNFPFMN_01125	CDS	684				hypothetical protein
FBNFPFMN_01126	CDS	1161	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
FBNFPFMN_01127	CDS	2829	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
FBNFPFMN_01128	CDS	762				hypothetical protein
FBNFPFMN_01129	CDS	738	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
FBNFPFMN_01130	CDS	876				hypothetical protein
FBNFPFMN_01131	CDS	279	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
FBNFPFMN_01132	CDS	339	clpS			ATP-dependent Clp protease adapter protein ClpS
FBNFPFMN_01133	CDS	1167	tolB_4			Tol-Pal system protein TolB
FBNFPFMN_01134	CDS	210	cspG		COG1278	Cold shock-like protein CspG
FBNFPFMN_01135	CDS	213				hypothetical protein
FBNFPFMN_01136	CDS	201				hypothetical protein
FBNFPFMN_01137	CDS	843	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
FBNFPFMN_01138	CDS	159				hypothetical protein
FBNFPFMN_01139	CDS	1968	dnaG	2.7.7.-	COG0358	DNA primase
FBNFPFMN_01140	CDS	1842				hypothetical protein
FBNFPFMN_01141	CDS	699	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
FBNFPFMN_01142	CDS	330				hypothetical protein
FBNFPFMN_01143	CDS	462				hypothetical protein
FBNFPFMN_01144	CDS	738				hypothetical protein
FBNFPFMN_01145	CDS	1398				hypothetical protein
FBNFPFMN_01146	CDS	1674				hypothetical protein
FBNFPFMN_01147	CDS	312				hypothetical protein
FBNFPFMN_01148	CDS	3501	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
FBNFPFMN_01149	CDS	1143	xylA	5.3.1.5		Xylose isomerase
FBNFPFMN_01150	CDS	1503	xylB	2.7.1.17	COG1070	Xylulose kinase
FBNFPFMN_01151	CDS	1167				hypothetical protein
FBNFPFMN_01152	CDS	2031				hypothetical protein
FBNFPFMN_01153	CDS	828	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
FBNFPFMN_01154	CDS	348				hypothetical protein
FBNFPFMN_01155	CDS	1689	argS	6.1.1.19		Arginine--tRNA ligase
FBNFPFMN_01156	CDS	141				hypothetical protein
FBNFPFMN_01157	CDS	873				hypothetical protein
FBNFPFMN_01158	CDS	321				hypothetical protein
FBNFPFMN_01159	CDS	1371	rarA		COG2256	Replication-associated recombination protein A
FBNFPFMN_01160	CDS	861		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
FBNFPFMN_01161	CDS	564				hypothetical protein
FBNFPFMN_01162	CDS	1347	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
FBNFPFMN_01163	CDS	1698				hypothetical protein
FBNFPFMN_01164	CDS	870				hypothetical protein
FBNFPFMN_01165	CDS	645	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
FBNFPFMN_01166	CDS	852				hypothetical protein
FBNFPFMN_01167	CDS	894	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
