ortologus_row,ATG,GTG,TTG,uniformity,Species,Genes,cog,organism
1231,8.0,0.0,0.0,same,8,8,absent,S_ruber
1232,8.0,0.0,0.0,same,8,8,absent,S_ruber
1233,0.0,8.0,0.0,same,8,8,COG0534,S_ruber
1234,8.0,0.0,0.0,same,8,8,absent,S_ruber
1235,8.0,0.0,0.0,same,8,8,COG4206,S_ruber
1236,8.0,0.0,0.0,same,8,8,COG0096,S_ruber
1237,8.0,0.0,0.0,same,8,8,COG0449,S_ruber
1238,8.0,0.0,0.0,same,8,8,absent,S_ruber
1239,8.0,0.0,0.0,same,8,8,COG2188,S_ruber
1240,8.0,0.0,0.0,same,8,8,absent,S_ruber
1241,8.0,0.0,0.0,same,8,8,absent,S_ruber
1242,8.0,0.0,0.0,same,8,8,absent,S_ruber
1243,8.0,0.0,0.0,same,8,8,absent,S_ruber
1244,8.0,0.0,0.0,same,8,8,COG0329,S_ruber
1245,8.0,0.0,0.0,same,8,8,absent,S_ruber
1246,8.0,0.0,0.0,same,8,8,absent,S_ruber
1247,8.0,0.0,0.0,same,8,8,absent,S_ruber
1248,8.0,0.0,0.0,same,8,8,absent,S_ruber
1249,8.0,0.0,0.0,same,8,8,absent,S_ruber
1250,8.0,0.0,0.0,same,8,8,absent,S_ruber
1251,8.0,0.0,0.0,same,8,8,absent,S_ruber
1252,8.0,0.0,0.0,same,8,8,absent,S_ruber
1253,8.0,0.0,0.0,same,8,8,COG0047,S_ruber
1254,8.0,0.0,0.0,same,8,8,absent,S_ruber
1255,8.0,0.0,0.0,same,8,8,absent,S_ruber
1256,0.0,8.0,0.0,same,8,8,absent,S_ruber
1257,8.0,0.0,0.0,same,8,8,COG2873,S_ruber
1258,8.0,0.0,0.0,same,8,8,absent,S_ruber
1259,8.0,0.0,0.0,same,8,8,absent,S_ruber
1260,8.0,0.0,0.0,same,8,8,absent,S_ruber
1261,8.0,0.0,0.0,same,8,8,absent,S_ruber
1262,8.0,0.0,0.0,same,8,8,absent,S_ruber
1263,8.0,0.0,0.0,same,8,8,absent,S_ruber
1264,8.0,0.0,0.0,same,8,8,absent,S_ruber
1265,8.0,0.0,0.0,same,8,8,absent,S_ruber
1266,8.0,0.0,0.0,same,8,8,absent,S_ruber
1267,8.0,0.0,0.0,same,8,8,absent,S_ruber
1268,8.0,0.0,0.0,same,8,8,absent,S_ruber
1269,8.0,0.0,0.0,same,8,8,COG0119,S_ruber
1270,8.0,0.0,0.0,same,8,8,absent,S_ruber
1271,8.0,0.0,0.0,same,8,8,absent,S_ruber
1272,8.0,0.0,0.0,same,8,8,absent,S_ruber
1273,8.0,0.0,0.0,same,8,8,COG0390,S_ruber
1274,8.0,0.0,0.0,same,8,8,COG4301,S_ruber
1275,8.0,0.0,0.0,same,8,8,absent,S_ruber
1276,8.0,0.0,0.0,same,8,8,absent,S_ruber
1277,8.0,0.0,0.0,same,8,8,absent,S_ruber
1278,8.0,0.0,0.0,same,8,8,absent,S_ruber
1279,8.0,0.0,0.0,same,8,8,absent,S_ruber
1280,8.0,0.0,0.0,same,8,8,COG0665,S_ruber
1281,8.0,0.0,0.0,same,8,8,absent,S_ruber
1282,8.0,0.0,0.0,same,8,8,absent,S_ruber
1283,8.0,0.0,0.0,same,8,8,absent,S_ruber
1284,8.0,0.0,0.0,same,8,8,COG2377,S_ruber
1285,8.0,0.0,0.0,same,8,8,COG0341,S_ruber
1286,8.0,0.0,0.0,same,8,8,absent,S_ruber
1287,8.0,0.0,0.0,same,8,8,COG1834,S_ruber
1288,8.0,0.0,0.0,same,8,8,COG0623,S_ruber
1289,8.0,0.0,0.0,same,8,8,absent,S_ruber
1290,8.0,0.0,0.0,same,8,8,absent,S_ruber
1291,8.0,0.0,0.0,same,8,8,absent,S_ruber
1292,0.0,8.0,0.0,same,8,8,COG0428,S_ruber
1293,8.0,0.0,0.0,same,8,8,absent,S_ruber
1294,8.0,0.0,0.0,same,8,8,absent,S_ruber
1295,8.0,0.0,0.0,same,8,8,COG0541,S_ruber
1296,8.0,0.0,0.0,same,8,8,absent,S_ruber
1297,8.0,0.0,0.0,same,8,8,absent,S_ruber
1298,8.0,0.0,0.0,same,8,8,absent,S_ruber
1299,8.0,0.0,0.0,same,8,8,absent,S_ruber
1300,8.0,0.0,0.0,same,8,8,COG0668,S_ruber
1301,8.0,0.0,0.0,same,8,8,absent,S_ruber
1302,8.0,0.0,0.0,same,8,8,absent,S_ruber
1303,8.0,0.0,0.0,same,8,8,COG0141,S_ruber
1304,6.0,2.0,0.0,different,8,8,absent,S_ruber
1305,8.0,0.0,0.0,same,8,8,absent,S_ruber
1306,8.0,0.0,0.0,same,8,8,COG0413,S_ruber
1307,8.0,0.0,0.0,same,8,8,absent,S_ruber
1308,8.0,0.0,0.0,same,8,8,absent,S_ruber
1309,8.0,0.0,0.0,same,8,8,absent,S_ruber
1310,8.0,0.0,0.0,same,8,8,COG0057,S_ruber
1311,8.0,0.0,0.0,same,8,8,COG0395,S_ruber
1312,0.0,8.0,0.0,same,8,8,absent,S_ruber
1313,8.0,0.0,0.0,same,8,8,absent,S_ruber
1314,8.0,0.0,0.0,same,8,8,COG1764,S_ruber
1315,8.0,0.0,0.0,same,8,8,absent,S_ruber
1316,8.0,0.0,0.0,same,8,8,COG0775,S_ruber
1317,8.0,0.0,0.0,same,8,8,absent,S_ruber
1318,0.0,8.0,0.0,same,8,8,absent,S_ruber
1319,0.0,8.0,0.0,same,8,8,absent,S_ruber
1320,8.0,0.0,0.0,same,8,8,absent,S_ruber
1321,8.0,0.0,0.0,same,8,8,absent,S_ruber
1322,0.0,8.0,0.0,same,8,8,absent,S_ruber
1323,8.0,0.0,0.0,same,8,8,absent,S_ruber
1324,8.0,0.0,0.0,same,8,8,absent,S_ruber
1325,1.0,7.0,0.0,different,8,8,absent,S_ruber
1326,8.0,0.0,0.0,same,8,8,COG0133,S_ruber
1327,0.0,8.0,0.0,same,8,8,absent,S_ruber
1328,8.0,0.0,0.0,same,8,8,COG1127,S_ruber
1329,8.0,0.0,0.0,same,8,8,absent,S_ruber
1330,8.0,0.0,0.0,same,8,8,COG1278,S_ruber
1331,8.0,0.0,0.0,same,8,8,absent,S_ruber
1332,8.0,0.0,0.0,same,8,8,absent,S_ruber
1333,0.0,8.0,0.0,same,8,8,absent,S_ruber
1334,8.0,0.0,0.0,same,8,8,COG0455,S_ruber
1335,8.0,0.0,0.0,same,8,8,COG0335,S_ruber
1336,8.0,0.0,0.0,same,8,8,COG3387,S_ruber
1337,8.0,0.0,0.0,same,8,8,COG3424,S_ruber
1338,8.0,0.0,0.0,same,8,8,absent,S_ruber
1339,8.0,0.0,0.0,same,8,8,absent,S_ruber
1340,8.0,0.0,0.0,same,8,8,absent,S_ruber
1341,0.0,8.0,0.0,same,8,8,COG0154,S_ruber
1342,0.0,8.0,0.0,same,8,8,COG1496,S_ruber
1343,8.0,0.0,0.0,same,8,8,COG0253,S_ruber
1344,8.0,0.0,0.0,same,8,8,COG0162,S_ruber
1345,8.0,0.0,0.0,same,8,8,COG0523,S_ruber
1346,8.0,0.0,0.0,same,8,8,absent,S_ruber
1347,8.0,0.0,0.0,same,8,8,COG0767,S_ruber
1348,8.0,0.0,0.0,same,8,8,COG0154,S_ruber
1349,8.0,0.0,0.0,same,8,8,absent,S_ruber
1350,8.0,0.0,0.0,same,8,8,absent,S_ruber
1351,8.0,0.0,0.0,same,8,8,COG0136,S_ruber
1352,8.0,0.0,0.0,same,8,8,absent,S_ruber
1353,8.0,0.0,0.0,same,8,8,COG0094,S_ruber
1354,8.0,0.0,0.0,same,8,8,COG1291,S_ruber
1355,8.0,0.0,0.0,same,8,8,COG2027,S_ruber
1356,8.0,0.0,0.0,same,8,8,COG0329,S_ruber
1357,8.0,0.0,0.0,same,8,8,absent,S_ruber
1358,8.0,0.0,0.0,same,8,8,COG2072,S_ruber
1359,8.0,0.0,0.0,same,8,8,COG0845,S_ruber
1360,8.0,0.0,0.0,same,8,8,absent,S_ruber
1361,8.0,0.0,0.0,same,8,8,absent,S_ruber
1362,0.0,8.0,0.0,same,8,8,COG0124,S_ruber
1363,8.0,0.0,0.0,same,8,8,absent,S_ruber
1364,8.0,0.0,0.0,same,8,8,COG0604,S_ruber
1365,8.0,0.0,0.0,same,8,8,absent,S_ruber
1366,8.0,0.0,0.0,same,8,8,absent,S_ruber
1367,8.0,0.0,0.0,same,8,8,absent,S_ruber
1368,8.0,0.0,0.0,same,8,8,absent,S_ruber
1369,8.0,0.0,0.0,same,8,8,absent,S_ruber
1370,8.0,0.0,0.0,same,8,8,absent,S_ruber
1371,8.0,0.0,0.0,same,8,8,COG0540,S_ruber
1372,8.0,0.0,0.0,same,8,8,COG1387,S_ruber
1373,8.0,0.0,0.0,same,8,8,absent,S_ruber
1374,8.0,0.0,0.0,same,8,8,absent,S_ruber
1375,8.0,0.0,0.0,same,8,8,absent,S_ruber
1376,8.0,0.0,0.0,same,8,8,absent,S_ruber
1377,8.0,0.0,0.0,same,8,8,absent,S_ruber
1378,8.0,0.0,0.0,same,8,8,absent,S_ruber
1379,8.0,0.0,0.0,same,8,8,absent,S_ruber
1380,8.0,0.0,0.0,same,8,8,absent,S_ruber
1381,8.0,0.0,0.0,same,8,8,absent,S_ruber
1382,8.0,0.0,0.0,same,8,8,absent,S_ruber
1383,8.0,0.0,0.0,same,8,8,absent,S_ruber
1384,8.0,0.0,0.0,same,8,8,absent,S_ruber
1385,8.0,0.0,0.0,same,8,8,absent,S_ruber
1386,8.0,0.0,0.0,same,8,8,COG0548,S_ruber
1387,8.0,0.0,0.0,same,8,8,COG0497,S_ruber
1388,8.0,0.0,0.0,same,8,8,absent,S_ruber
1389,8.0,0.0,0.0,same,8,8,COG0693,S_ruber
1390,8.0,0.0,0.0,same,8,8,absent,S_ruber
1391,8.0,0.0,0.0,same,8,8,COG3320,S_ruber
1392,8.0,0.0,0.0,same,8,8,COG0773,S_ruber
1393,8.0,0.0,0.0,same,8,8,absent,S_ruber
1394,8.0,0.0,0.0,same,8,8,COG1146,S_ruber
1395,0.0,8.0,0.0,same,8,8,absent,S_ruber
1396,8.0,0.0,0.0,same,8,8,absent,S_ruber
1397,8.0,0.0,0.0,same,8,8,absent,S_ruber
1398,8.0,0.0,0.0,same,8,8,COG0366,S_ruber
1399,8.0,0.0,0.0,same,8,8,COG0632,S_ruber
1400,8.0,0.0,0.0,same,8,8,absent,S_ruber
1401,8.0,0.0,0.0,same,8,8,COG1211,S_ruber
1402,8.0,0.0,0.0,same,8,8,COG0248,S_ruber
1403,8.0,0.0,0.0,same,8,8,absent,S_ruber
1404,8.0,0.0,0.0,same,8,8,absent,S_ruber
1405,8.0,0.0,0.0,same,8,8,absent,S_ruber
1406,8.0,0.0,0.0,same,8,8,absent,S_ruber
1407,8.0,0.0,0.0,same,8,8,COG1609,S_ruber
1408,8.0,0.0,0.0,same,8,8,COG0158,S_ruber
1409,8.0,0.0,0.0,same,8,8,absent,S_ruber
1410,8.0,0.0,0.0,same,8,8,COG0480,S_ruber
1411,8.0,0.0,0.0,same,8,8,absent,S_ruber
1412,8.0,0.0,0.0,same,8,8,absent,S_ruber
1413,8.0,0.0,0.0,same,8,8,absent,S_ruber
1414,8.0,0.0,0.0,same,8,8,absent,S_ruber
1415,8.0,0.0,0.0,same,8,8,absent,S_ruber
1416,8.0,0.0,0.0,same,8,8,absent,S_ruber
1417,0.0,8.0,0.0,same,8,8,COG3808,S_ruber
1418,1.0,7.0,0.0,different,8,8,absent,S_ruber
1419,8.0,0.0,0.0,same,8,8,COG0040,S_ruber
1420,8.0,0.0,0.0,same,8,8,absent,S_ruber
1421,8.0,0.0,0.0,same,8,8,absent,S_ruber
1422,8.0,0.0,0.0,same,8,8,absent,S_ruber
1423,0.0,8.0,0.0,same,8,8,absent,S_ruber
1424,8.0,0.0,0.0,same,8,8,COG1299,S_ruber
1425,8.0,0.0,0.0,same,8,8,absent,S_ruber
1426,8.0,0.0,0.0,same,8,8,absent,S_ruber
1427,8.0,0.0,0.0,same,8,8,COG1360,S_ruber
1428,8.0,0.0,0.0,same,8,8,absent,S_ruber
1429,8.0,0.0,0.0,same,8,8,absent,S_ruber
1430,0.0,8.0,0.0,same,8,8,COG4559,S_ruber
1431,8.0,0.0,0.0,same,8,8,COG1159,S_ruber
1432,8.0,0.0,0.0,same,8,8,absent,S_ruber
1433,8.0,0.0,0.0,same,8,8,absent,S_ruber
1434,8.0,0.0,0.0,same,8,8,absent,S_ruber
1435,8.0,0.0,0.0,same,8,8,COG2890,S_ruber
1436,8.0,0.0,0.0,same,8,8,absent,S_ruber
1437,8.0,0.0,0.0,same,8,8,COG3842,S_ruber
1438,8.0,0.0,0.0,same,8,8,COG0299,S_ruber
1439,8.0,0.0,0.0,same,8,8,absent,S_ruber
1440,8.0,0.0,0.0,same,8,8,absent,S_ruber
1441,8.0,0.0,0.0,same,8,8,absent,S_ruber
1442,8.0,0.0,0.0,same,8,8,COG0642,S_ruber
1443,1.0,7.0,0.0,different,8,8,absent,S_ruber
1444,8.0,0.0,0.0,same,8,8,absent,S_ruber
1445,8.0,0.0,0.0,same,8,8,COG0120,S_ruber
1446,8.0,0.0,0.0,same,8,8,absent,S_ruber
1447,0.0,8.0,0.0,same,8,8,COG0745,S_ruber
1448,8.0,0.0,0.0,same,8,8,absent,S_ruber
1449,8.0,0.0,0.0,same,8,8,COG0098,S_ruber
1450,8.0,0.0,0.0,same,8,8,absent,S_ruber
1451,7.0,1.0,0.0,different,8,8,absent,S_ruber
1452,0.0,8.0,0.0,same,8,8,absent,S_ruber
1453,8.0,0.0,0.0,same,8,8,COG0344,S_ruber
1454,8.0,0.0,0.0,same,8,8,COG3839,S_ruber
1455,8.0,0.0,0.0,same,8,8,absent,S_ruber
1456,8.0,0.0,0.0,same,8,8,absent,S_ruber
1457,8.0,0.0,0.0,same,8,8,absent,S_ruber
1458,8.0,0.0,0.0,same,8,8,absent,S_ruber
1459,8.0,0.0,0.0,same,8,8,absent,S_ruber
1460,8.0,0.0,0.0,same,8,8,absent,S_ruber
1461,8.0,0.0,0.0,same,8,8,absent,S_ruber
1462,8.0,0.0,0.0,same,8,8,absent,S_ruber
1463,0.0,8.0,0.0,same,8,8,absent,S_ruber
1464,8.0,0.0,0.0,same,8,8,absent,S_ruber
1465,8.0,0.0,0.0,same,8,8,absent,S_ruber
1466,8.0,0.0,0.0,same,8,8,absent,S_ruber
1467,8.0,0.0,0.0,same,8,8,COG0821,S_ruber
1468,8.0,0.0,0.0,same,8,8,absent,S_ruber
1469,8.0,0.0,0.0,same,8,8,COG2335,S_ruber
1470,8.0,0.0,0.0,same,8,8,COG0229,S_ruber
1471,8.0,0.0,0.0,same,8,8,COG1490,S_ruber
1472,8.0,0.0,0.0,same,8,8,COG3288,S_ruber
1473,8.0,0.0,0.0,same,8,8,absent,S_ruber
1474,8.0,0.0,0.0,same,8,8,COG1428,S_ruber
1475,8.0,0.0,0.0,same,8,8,absent,S_ruber
1476,0.0,8.0,0.0,same,8,8,COG0584,S_ruber
1477,0.0,8.0,0.0,same,8,8,COG0438,S_ruber
1478,8.0,0.0,0.0,same,8,8,absent,S_ruber
1479,8.0,0.0,0.0,same,8,8,absent,S_ruber
1480,8.0,0.0,0.0,same,8,8,absent,S_ruber
1481,8.0,0.0,0.0,same,8,8,absent,S_ruber
1482,8.0,0.0,0.0,same,8,8,absent,S_ruber
1483,0.0,8.0,0.0,same,8,8,absent,S_ruber
1484,8.0,0.0,0.0,same,8,8,absent,S_ruber
1485,8.0,0.0,0.0,same,8,8,absent,S_ruber
1486,8.0,0.0,0.0,same,8,8,absent,S_ruber
1487,8.0,0.0,0.0,same,8,8,absent,S_ruber
1488,8.0,0.0,0.0,same,8,8,absent,S_ruber
1489,0.0,8.0,0.0,same,8,8,absent,S_ruber
1490,8.0,0.0,0.0,same,8,8,absent,S_ruber
1491,8.0,0.0,0.0,same,8,8,COG2986,S_ruber
1492,8.0,0.0,0.0,same,8,8,absent,S_ruber
1493,8.0,0.0,0.0,same,8,8,absent,S_ruber
1494,8.0,0.0,0.0,same,8,8,absent,S_ruber
1495,8.0,0.0,0.0,same,8,8,absent,S_ruber
1496,8.0,0.0,0.0,same,8,8,absent,S_ruber
1497,8.0,0.0,0.0,same,8,8,absent,S_ruber
1498,8.0,0.0,0.0,same,8,8,absent,S_ruber
1499,8.0,0.0,0.0,same,8,8,COG0405,S_ruber
1500,8.0,0.0,0.0,same,8,8,absent,S_ruber
1501,8.0,0.0,0.0,same,8,8,absent,S_ruber
1502,0.0,8.0,0.0,same,8,8,COG0092,S_ruber
1503,8.0,0.0,0.0,same,8,8,COG1070,S_ruber
1504,8.0,0.0,0.0,same,8,8,absent,S_ruber
1505,0.0,1.0,7.0,different,8,8,COG0534,S_ruber
1506,8.0,0.0,0.0,same,8,8,absent,S_ruber
1507,8.0,0.0,0.0,same,8,8,COG0187,S_ruber
1508,8.0,0.0,0.0,same,8,8,absent,S_ruber
1509,8.0,0.0,0.0,same,8,8,absent,S_ruber
1510,8.0,0.0,0.0,same,8,8,absent,S_ruber
1511,8.0,0.0,0.0,same,8,8,COG0517,S_ruber
1512,8.0,0.0,0.0,same,8,8,absent,S_ruber
1513,8.0,0.0,0.0,same,8,8,absent,S_ruber
1514,8.0,0.0,0.0,same,8,8,COG0531,S_ruber
1515,8.0,0.0,0.0,same,8,8,absent,S_ruber
1516,8.0,0.0,0.0,same,8,8,absent,S_ruber
1517,8.0,0.0,0.0,same,8,8,absent,S_ruber
1518,8.0,0.0,0.0,same,8,8,absent,S_ruber
1519,8.0,0.0,0.0,same,8,8,absent,S_ruber
1520,8.0,0.0,0.0,same,8,8,absent,S_ruber
1521,8.0,0.0,0.0,same,8,8,absent,S_ruber
1522,0.0,8.0,0.0,same,8,8,absent,S_ruber
1523,8.0,0.0,0.0,same,8,8,absent,S_ruber
1524,8.0,0.0,0.0,same,8,8,COG0175,S_ruber
1525,8.0,0.0,0.0,same,8,8,absent,S_ruber
1526,8.0,0.0,0.0,same,8,8,absent,S_ruber
1527,4.0,4.0,0.0,different,8,8,COG0534,S_ruber
1528,0.0,8.0,0.0,same,8,8,absent,S_ruber
1529,8.0,0.0,0.0,same,8,8,COG0330,S_ruber
1530,8.0,0.0,0.0,same,8,8,COG1925,S_ruber
1531,0.0,8.0,0.0,same,8,8,absent,S_ruber
1532,8.0,0.0,0.0,same,8,8,COG1301,S_ruber
1533,8.0,0.0,0.0,same,8,8,absent,S_ruber
1534,8.0,0.0,0.0,same,8,8,absent,S_ruber
1535,8.0,0.0,0.0,same,8,8,absent,S_ruber
1536,8.0,0.0,0.0,same,8,8,absent,S_ruber
1537,0.0,8.0,0.0,same,8,8,absent,S_ruber
1538,8.0,0.0,0.0,same,8,8,absent,S_ruber
1539,8.0,0.0,0.0,same,8,8,absent,S_ruber
1540,8.0,0.0,0.0,same,8,8,absent,S_ruber
1541,8.0,0.0,0.0,same,8,8,absent,S_ruber
1542,8.0,0.0,0.0,same,8,8,absent,S_ruber
1543,8.0,0.0,0.0,same,8,8,absent,S_ruber
1544,0.0,8.0,0.0,same,8,8,COG0009,S_ruber
1545,8.0,0.0,0.0,same,8,8,absent,S_ruber
1546,8.0,0.0,0.0,same,8,8,COG4974,S_ruber
1547,8.0,0.0,0.0,same,8,8,absent,S_ruber
1548,8.0,0.0,0.0,same,8,8,absent,S_ruber
1549,8.0,0.0,0.0,same,8,8,COG0531,S_ruber
1550,8.0,0.0,0.0,same,8,8,absent,S_ruber
1551,8.0,0.0,0.0,same,8,8,absent,S_ruber
1552,7.0,1.0,0.0,different,8,8,absent,S_ruber
1553,8.0,0.0,0.0,same,8,8,COG0129,S_ruber
1554,8.0,0.0,0.0,same,8,8,COG0249,S_ruber
1555,8.0,0.0,0.0,same,8,8,absent,S_ruber
1556,8.0,0.0,0.0,same,8,8,absent,S_ruber
1557,8.0,0.0,0.0,same,8,8,absent,S_ruber
1558,8.0,0.0,0.0,same,8,8,COG1506,S_ruber
1559,8.0,0.0,0.0,same,8,8,COG0436,S_ruber
1560,8.0,0.0,0.0,same,8,8,absent,S_ruber
1561,8.0,0.0,0.0,same,8,8,COG0761,S_ruber
1562,8.0,0.0,0.0,same,8,8,absent,S_ruber
1563,8.0,0.0,0.0,same,8,8,absent,S_ruber
1564,0.0,8.0,0.0,same,8,8,absent,S_ruber
1565,8.0,0.0,0.0,same,8,8,absent,S_ruber
1566,8.0,0.0,0.0,same,8,8,absent,S_ruber
1567,8.0,0.0,0.0,same,8,8,COG2825,S_ruber
1568,8.0,0.0,0.0,same,8,8,absent,S_ruber
1569,8.0,0.0,0.0,same,8,8,absent,S_ruber
1570,8.0,0.0,0.0,same,8,8,COG1459,S_ruber
1571,8.0,0.0,0.0,same,8,8,COG4775,S_ruber
1572,7.0,1.0,0.0,different,8,8,absent,S_ruber
1573,7.0,1.0,0.0,different,8,8,absent,S_ruber
1574,8.0,0.0,0.0,same,8,8,COG4948,S_ruber
1575,8.0,0.0,0.0,same,8,8,absent,S_ruber
1576,8.0,0.0,0.0,same,8,8,absent,S_ruber
1577,8.0,0.0,0.0,same,8,8,absent,S_ruber
1578,8.0,0.0,0.0,same,8,8,COG0480,S_ruber
1579,0.0,0.0,8.0,same,8,8,COG1298,S_ruber
1580,8.0,0.0,0.0,same,8,8,absent,S_ruber
1581,8.0,0.0,0.0,same,8,8,COG0201,S_ruber
1582,8.0,0.0,0.0,same,8,8,COG1058,S_ruber
1583,8.0,0.0,0.0,same,8,8,absent,S_ruber
1584,8.0,0.0,0.0,same,8,8,COG0149,S_ruber
1585,8.0,0.0,0.0,same,8,8,absent,S_ruber
1586,8.0,0.0,0.0,same,8,8,absent,S_ruber
1587,8.0,0.0,0.0,same,8,8,absent,S_ruber
1588,8.0,0.0,0.0,same,8,8,absent,S_ruber
1589,8.0,0.0,0.0,same,8,8,absent,S_ruber
1590,8.0,0.0,0.0,same,8,8,absent,S_ruber
1591,8.0,0.0,0.0,same,8,8,absent,S_ruber
1592,8.0,0.0,0.0,same,8,8,absent,S_ruber
1593,8.0,0.0,0.0,same,8,8,absent,S_ruber
1594,8.0,0.0,0.0,same,8,8,absent,S_ruber
1595,8.0,0.0,0.0,same,8,8,absent,S_ruber
1596,8.0,0.0,0.0,same,8,8,absent,S_ruber
1597,8.0,0.0,0.0,same,8,8,absent,S_ruber
1598,8.0,0.0,0.0,same,8,8,absent,S_ruber
1599,8.0,0.0,0.0,same,8,8,COG0373,S_ruber
1600,8.0,0.0,0.0,same,8,8,COG5405,S_ruber
1601,8.0,0.0,0.0,same,8,8,absent,S_ruber
1602,8.0,0.0,0.0,same,8,8,absent,S_ruber
1603,8.0,0.0,0.0,same,8,8,absent,S_ruber
1604,8.0,0.0,0.0,same,8,8,absent,S_ruber
1605,7.0,1.0,0.0,different,8,8,absent,S_ruber
1606,8.0,0.0,0.0,same,8,8,COG1195,S_ruber
1607,8.0,0.0,0.0,same,8,8,COG0263,S_ruber
1608,8.0,0.0,0.0,same,8,8,absent,S_ruber
1609,8.0,0.0,0.0,same,8,8,absent,S_ruber
1610,8.0,0.0,0.0,same,8,8,absent,S_ruber
1611,8.0,0.0,0.0,same,8,8,absent,S_ruber
1612,8.0,0.0,0.0,same,8,8,absent,S_ruber
1613,8.0,0.0,0.0,same,8,8,absent,S_ruber
1614,8.0,0.0,0.0,same,8,8,absent,S_ruber
1615,8.0,0.0,0.0,same,8,8,COG0095,S_ruber
1616,7.0,1.0,0.0,different,8,8,absent,S_ruber
1617,8.0,0.0,0.0,same,8,8,absent,S_ruber
1618,8.0,0.0,0.0,same,8,8,absent,S_ruber
1619,0.0,8.0,0.0,same,8,8,absent,S_ruber
1620,8.0,0.0,0.0,same,8,8,absent,S_ruber
1621,8.0,0.0,0.0,same,8,8,absent,S_ruber
1622,8.0,0.0,0.0,same,8,8,absent,S_ruber
1623,8.0,0.0,0.0,same,8,8,absent,S_ruber
1624,0.0,8.0,0.0,same,8,8,absent,S_ruber
1625,8.0,0.0,0.0,same,8,8,absent,S_ruber
1626,8.0,0.0,0.0,same,8,8,absent,S_ruber
1627,0.0,8.0,0.0,same,8,8,COG1863,S_ruber
1628,8.0,0.0,0.0,same,8,8,absent,S_ruber
1629,8.0,0.0,0.0,same,8,8,absent,S_ruber
1630,8.0,0.0,0.0,same,8,8,absent,S_ruber
1631,8.0,0.0,0.0,same,8,8,COG1694,S_ruber
1632,8.0,0.0,0.0,same,8,8,COG0578,S_ruber
1633,0.0,8.0,0.0,same,8,8,COG0854,S_ruber
1634,8.0,0.0,0.0,same,8,8,COG0707,S_ruber
1635,8.0,0.0,0.0,same,8,8,absent,S_ruber
1636,8.0,0.0,0.0,same,8,8,COG0776,S_ruber
1637,8.0,0.0,0.0,same,8,8,absent,S_ruber
1638,8.0,0.0,0.0,same,8,8,COG1162,S_ruber
1639,8.0,0.0,0.0,same,8,8,COG0458,S_ruber
1640,8.0,0.0,0.0,same,8,8,COG0296,S_ruber
1641,8.0,0.0,0.0,same,8,8,COG0579,S_ruber
1642,8.0,0.0,0.0,same,8,8,COG0843,S_ruber
1643,8.0,0.0,0.0,same,8,8,COG0108,S_ruber
1644,8.0,0.0,0.0,same,8,8,COG0441,S_ruber
1645,8.0,0.0,0.0,same,8,8,absent,S_ruber
1646,8.0,0.0,0.0,same,8,8,absent,S_ruber
1647,8.0,0.0,0.0,same,8,8,absent,S_ruber
1648,8.0,0.0,0.0,same,8,8,absent,S_ruber
1649,8.0,0.0,0.0,same,8,8,absent,S_ruber
1650,8.0,0.0,0.0,same,8,8,absent,S_ruber
1651,0.0,8.0,0.0,same,8,8,COG2971,S_ruber
1652,0.0,8.0,0.0,same,8,8,absent,S_ruber
1653,8.0,0.0,0.0,same,8,8,COG0013,S_ruber
1654,8.0,0.0,0.0,same,8,8,COG1217,S_ruber
1655,8.0,0.0,0.0,same,8,8,COG0322,S_ruber
1656,8.0,0.0,0.0,same,8,8,absent,S_ruber
1657,8.0,0.0,0.0,same,8,8,absent,S_ruber
1658,8.0,0.0,0.0,same,8,8,absent,S_ruber
1659,0.0,8.0,0.0,same,8,8,absent,S_ruber
1660,8.0,0.0,0.0,same,8,8,COG0745,S_ruber
1661,8.0,0.0,0.0,same,8,8,absent,S_ruber
1662,8.0,0.0,0.0,same,8,8,absent,S_ruber
1663,8.0,0.0,0.0,same,8,8,absent,S_ruber
1664,8.0,0.0,0.0,same,8,8,COG1117,S_ruber
1665,8.0,0.0,0.0,same,8,8,absent,S_ruber
1666,8.0,0.0,0.0,same,8,8,absent,S_ruber
1667,8.0,0.0,0.0,same,8,8,COG1136,S_ruber
1668,8.0,0.0,0.0,same,8,8,absent,S_ruber
1669,8.0,0.0,0.0,same,8,8,COG1446,S_ruber
1670,8.0,0.0,0.0,same,8,8,absent,S_ruber
1671,8.0,0.0,0.0,same,8,8,absent,S_ruber
1672,8.0,0.0,0.0,same,8,8,absent,S_ruber
1673,6.0,2.0,0.0,different,8,8,absent,S_ruber
1674,8.0,0.0,0.0,same,8,8,absent,S_ruber
1675,8.0,0.0,0.0,same,8,8,absent,S_ruber
1676,8.0,0.0,0.0,same,8,8,COG1345,S_ruber
1677,8.0,0.0,0.0,same,8,8,absent,S_ruber
1678,8.0,0.0,0.0,same,8,8,COG0164,S_ruber
1679,8.0,0.0,0.0,same,8,8,absent,S_ruber
1680,8.0,0.0,0.0,same,8,8,absent,S_ruber
1681,8.0,0.0,0.0,same,8,8,COG0158,S_ruber
1682,8.0,0.0,0.0,same,8,8,absent,S_ruber
1683,8.0,0.0,0.0,same,8,8,absent,S_ruber
1684,8.0,0.0,0.0,same,8,8,absent,S_ruber
1685,8.0,0.0,0.0,same,8,8,absent,S_ruber
