ortologus_row,start_codons,ATG,GTG,TTG,uniformity,Species,Genes,Alg.-Conn.,S_ruber0.fasta,S_ruber1.fasta,S_ruber2.fasta,S_ruber3.fasta,S_ruber4.fasta,S_ruber5.fasta,S_ruber6.fasta,S_ruber7.fasta,cog,organism
261,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1331321900:0.961,BJLFMBCO_01222_S_ruber0_5,GNNGOPDE_01344_S_ruber1_3,DFALBHKG_01214_S_ruber2_4,NHIKOAIL_01260_S_ruber3_5,KFBDFGIE_01176_S_ruber4_1,MENLLFMI_01266_S_ruber5_1,FBNFPFMN_01293_S_ruber6_2,HOOJEANF_01247_S_ruber7_2,absent,S_ruber
262,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1335573426:0.965,BJLFMBCO_01747_S_ruber0_5,GNNGOPDE_01880_S_ruber1_3,DFALBHKG_01750_S_ruber2_4,NHIKOAIL_01793_S_ruber3_5,KFBDFGIE_01727_S_ruber4_1,MENLLFMI_01797_S_ruber5_1,FBNFPFMN_01825_S_ruber6_2,HOOJEANF_01773_S_ruber7_2,absent,S_ruber
263,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1335877440:0.95,BJLFMBCO_02713_S_ruber0_5,GNNGOPDE_02984_S_ruber1_3,DFALBHKG_02766_S_ruber2_4,NHIKOAIL_02883_S_ruber3_5,KFBDFGIE_02856_S_ruber4_1,MENLLFMI_02814_S_ruber5_1,FBNFPFMN_02810_S_ruber6_2,HOOJEANF_02750_S_ruber7_2,absent,S_ruber
264,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1339826920:0.933,BJLFMBCO_01381_S_ruber0_5,GNNGOPDE_01505_S_ruber1_3,DFALBHKG_01377_S_ruber2_4,NHIKOAIL_01423_S_ruber3_5,KFBDFGIE_01342_S_ruber4_1,MENLLFMI_01428_S_ruber5_1,FBNFPFMN_01458_S_ruber6_2,HOOJEANF_01405_S_ruber7_2,absent,S_ruber
265,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@1347095216:0.961,BJLFMBCO_01422_S_ruber0_5,GNNGOPDE_01546_S_ruber1_3,DFALBHKG_01418_S_ruber2_4,NHIKOAIL_01465_S_ruber3_5,KFBDFGIE_01383_S_ruber4_1,MENLLFMI_01469_S_ruber5_1,FBNFPFMN_01500_S_ruber6_2,HOOJEANF_01446_S_ruber7_2,absent,S_ruber
266,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1348598082:0.945,BJLFMBCO_00494_S_ruber0_5,GNNGOPDE_00563_S_ruber1_3,DFALBHKG_00485_S_ruber2_4,NHIKOAIL_00474_S_ruber3_5,KFBDFGIE_00430_S_ruber4_1,MENLLFMI_00497_S_ruber5_1,FBNFPFMN_00472_S_ruber6_2,HOOJEANF_00450_S_ruber7_2,absent,S_ruber
267,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1349900870:0.962,BJLFMBCO_02475_S_ruber0_5,GNNGOPDE_02746_S_ruber1_3,DFALBHKG_02522_S_ruber2_4,NHIKOAIL_02646_S_ruber3_5,KFBDFGIE_02625_S_ruber4_1,MENLLFMI_02578_S_ruber5_1,FBNFPFMN_02575_S_ruber6_2,HOOJEANF_02516_S_ruber7_2,COG0825,S_ruber
268,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1350927578:0.958,BJLFMBCO_01527_S_ruber0_5,GNNGOPDE_01655_S_ruber1_3,DFALBHKG_01526_S_ruber2_4,NHIKOAIL_01571_S_ruber3_5,KFBDFGIE_01495_S_ruber4_1,MENLLFMI_01574_S_ruber5_1,FBNFPFMN_01606_S_ruber6_2,HOOJEANF_01554_S_ruber7_2,absent,S_ruber
269,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1356649680:0.962,BJLFMBCO_01406_S_ruber0_5,GNNGOPDE_01530_S_ruber1_3,DFALBHKG_01402_S_ruber2_4,NHIKOAIL_01448_S_ruber3_5,KFBDFGIE_01367_S_ruber4_1,MENLLFMI_01453_S_ruber5_1,FBNFPFMN_01484_S_ruber6_2,HOOJEANF_01430_S_ruber7_2,absent,S_ruber
270,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@1360031304:0.968,BJLFMBCO_02402_S_ruber0_5,GNNGOPDE_02571_S_ruber1_3,DFALBHKG_02450_S_ruber2_4,NHIKOAIL_02470_S_ruber3_5,KFBDFGIE_02553_S_ruber4_1,MENLLFMI_02504_S_ruber5_1,FBNFPFMN_02504_S_ruber6_2,HOOJEANF_02442_S_ruber7_2,absent,S_ruber
271,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1361943364:0.959,BJLFMBCO_02707_S_ruber0_5,GNNGOPDE_02978_S_ruber1_3,DFALBHKG_02759_S_ruber2_4,NHIKOAIL_02877_S_ruber3_5,KFBDFGIE_02850_S_ruber4_1,MENLLFMI_02808_S_ruber5_1,FBNFPFMN_02804_S_ruber6_2,HOOJEANF_02744_S_ruber7_2,absent,S_ruber
272,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@1362409016:0.953,BJLFMBCO_00862_S_ruber0_5,GNNGOPDE_00987_S_ruber1_3,DFALBHKG_00850_S_ruber2_4,NHIKOAIL_00898_S_ruber3_5,KFBDFGIE_00815_S_ruber4_1,MENLLFMI_00897_S_ruber5_1,FBNFPFMN_00933_S_ruber6_2,HOOJEANF_00853_S_ruber7_2,absent,S_ruber
273,"['GTG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",7.0,1.0,0.0,different,8,8,@1362951710:0.533,BJLFMBCO_02346_S_ruber0_5,GNNGOPDE_02520_S_ruber1_3,DFALBHKG_02391_S_ruber2_4,NHIKOAIL_02409_S_ruber3_5,KFBDFGIE_02494_S_ruber4_1,MENLLFMI_02447_S_ruber5_1,FBNFPFMN_02445_S_ruber6_2,HOOJEANF_02383_S_ruber7_2,absent,S_ruber
274,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1363127184:0.966,BJLFMBCO_01671_S_ruber0_5,GNNGOPDE_01798_S_ruber1_3,DFALBHKG_01670_S_ruber2_4,NHIKOAIL_01715_S_ruber3_5,KFBDFGIE_01633_S_ruber4_1,MENLLFMI_01721_S_ruber5_1,FBNFPFMN_01748_S_ruber6_2,HOOJEANF_01697_S_ruber7_2,COG0039,S_ruber
275,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1364167230:0.968,BJLFMBCO_01597_S_ruber0_5,GNNGOPDE_01724_S_ruber1_3,DFALBHKG_01590_S_ruber2_4,NHIKOAIL_01642_S_ruber3_5,KFBDFGIE_01559_S_ruber4_1,MENLLFMI_01644_S_ruber5_1,FBNFPFMN_01677_S_ruber6_2,HOOJEANF_01623_S_ruber7_2,absent,S_ruber
276,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1364199930:0.973,BJLFMBCO_00055_S_ruber0_5,GNNGOPDE_00055_S_ruber1_3,DFALBHKG_00057_S_ruber2_4,NHIKOAIL_00056_S_ruber3_5,KFBDFGIE_00055_S_ruber4_1,MENLLFMI_00067_S_ruber5_1,FBNFPFMN_00056_S_ruber6_2,HOOJEANF_00056_S_ruber7_2,COG0230,S_ruber
277,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1364791048:0.97,BJLFMBCO_02226_S_ruber0_5,GNNGOPDE_02374_S_ruber1_3,DFALBHKG_02235_S_ruber2_4,NHIKOAIL_02263_S_ruber3_5,KFBDFGIE_02344_S_ruber4_1,MENLLFMI_02298_S_ruber5_1,FBNFPFMN_02298_S_ruber6_2,HOOJEANF_02235_S_ruber7_2,COG0509,S_ruber
278,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1368813284:0.961,BJLFMBCO_01758_S_ruber0_5,GNNGOPDE_01891_S_ruber1_3,DFALBHKG_01761_S_ruber2_4,NHIKOAIL_01805_S_ruber3_5,KFBDFGIE_01738_S_ruber4_1,MENLLFMI_01808_S_ruber5_1,FBNFPFMN_01836_S_ruber6_2,HOOJEANF_01784_S_ruber7_2,COG0245,S_ruber
279,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@136928486:0.963,BJLFMBCO_01020_S_ruber0_5,GNNGOPDE_01146_S_ruber1_3,DFALBHKG_01013_S_ruber2_4,NHIKOAIL_01062_S_ruber3_5,KFBDFGIE_00976_S_ruber4_1,MENLLFMI_01060_S_ruber5_1,FBNFPFMN_01094_S_ruber6_2,HOOJEANF_01009_S_ruber7_2,absent,S_ruber
280,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1370758340:0.947,BJLFMBCO_01766_S_ruber0_5,GNNGOPDE_01899_S_ruber1_3,DFALBHKG_01771_S_ruber2_4,NHIKOAIL_01813_S_ruber3_5,KFBDFGIE_01746_S_ruber4_1,MENLLFMI_01818_S_ruber5_1,FBNFPFMN_01846_S_ruber6_2,HOOJEANF_01792_S_ruber7_2,absent,S_ruber
281,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1372135944:0.954,BJLFMBCO_00883_S_ruber0_5,GNNGOPDE_01009_S_ruber1_3,DFALBHKG_00872_S_ruber2_4,NHIKOAIL_00920_S_ruber3_5,KFBDFGIE_00839_S_ruber4_1,MENLLFMI_00919_S_ruber5_1,FBNFPFMN_00955_S_ruber6_2,HOOJEANF_00875_S_ruber7_2,absent,S_ruber
282,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1372780464:0.963,BJLFMBCO_01757_S_ruber0_5,GNNGOPDE_01890_S_ruber1_3,DFALBHKG_01760_S_ruber2_4,NHIKOAIL_01804_S_ruber3_5,KFBDFGIE_01737_S_ruber4_1,MENLLFMI_01807_S_ruber5_1,FBNFPFMN_01835_S_ruber6_2,HOOJEANF_01783_S_ruber7_2,absent,S_ruber
283,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@137347670:0.943,BJLFMBCO_01234_S_ruber0_5,GNNGOPDE_01356_S_ruber1_3,DFALBHKG_01227_S_ruber2_4,NHIKOAIL_01272_S_ruber3_5,KFBDFGIE_01189_S_ruber4_1,MENLLFMI_01278_S_ruber5_1,FBNFPFMN_01306_S_ruber6_2,HOOJEANF_01259_S_ruber7_2,COG0520,S_ruber
284,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1375281264:0.951,BJLFMBCO_01344_S_ruber0_5,GNNGOPDE_01467_S_ruber1_3,DFALBHKG_01339_S_ruber2_4,NHIKOAIL_01384_S_ruber3_5,KFBDFGIE_01306_S_ruber4_1,MENLLFMI_01390_S_ruber5_1,FBNFPFMN_01420_S_ruber6_2,HOOJEANF_01369_S_ruber7_2,absent,S_ruber
285,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1375645616:0.967,BJLFMBCO_02556_S_ruber0_5,GNNGOPDE_02828_S_ruber1_3,DFALBHKG_02603_S_ruber2_4,NHIKOAIL_02729_S_ruber3_5,KFBDFGIE_02708_S_ruber4_1,MENLLFMI_02661_S_ruber5_1,FBNFPFMN_02655_S_ruber6_2,HOOJEANF_02600_S_ruber7_2,COG0055,S_ruber
286,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1376490094:0.965,BJLFMBCO_02340_S_ruber0_5,GNNGOPDE_02514_S_ruber1_3,DFALBHKG_02385_S_ruber2_4,NHIKOAIL_02403_S_ruber3_5,KFBDFGIE_02488_S_ruber4_1,MENLLFMI_02441_S_ruber5_1,FBNFPFMN_02439_S_ruber6_2,HOOJEANF_02377_S_ruber7_2,absent,S_ruber
287,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1377732294:0.964,BJLFMBCO_01203_S_ruber0_5,GNNGOPDE_01325_S_ruber1_3,DFALBHKG_01195_S_ruber2_4,NHIKOAIL_01241_S_ruber3_5,KFBDFGIE_01159_S_ruber4_1,MENLLFMI_01239_S_ruber5_1,FBNFPFMN_01274_S_ruber6_2,HOOJEANF_01228_S_ruber7_2,COG0550,S_ruber
288,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1378123854:0.936,BJLFMBCO_02638_S_ruber0_5,GNNGOPDE_02910_S_ruber1_3,DFALBHKG_02683_S_ruber2_4,NHIKOAIL_02811_S_ruber3_5,KFBDFGIE_02783_S_ruber4_1,MENLLFMI_02742_S_ruber5_1,FBNFPFMN_02734_S_ruber6_2,HOOJEANF_02677_S_ruber7_2,absent,S_ruber
289,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1379441720:0.947,BJLFMBCO_00044_S_ruber0_5,GNNGOPDE_00044_S_ruber1_3,DFALBHKG_00045_S_ruber2_4,NHIKOAIL_00045_S_ruber3_5,KFBDFGIE_00044_S_ruber4_1,MENLLFMI_00044_S_ruber5_1,FBNFPFMN_00045_S_ruber6_2,HOOJEANF_00044_S_ruber7_2,absent,S_ruber
290,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1379661690:0.959,BJLFMBCO_01208_S_ruber0_5,GNNGOPDE_01330_S_ruber1_3,DFALBHKG_01200_S_ruber2_4,NHIKOAIL_01246_S_ruber3_5,KFBDFGIE_01164_S_ruber4_1,MENLLFMI_01244_S_ruber5_1,FBNFPFMN_01279_S_ruber6_2,HOOJEANF_01233_S_ruber7_2,COG0031,S_ruber
291,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1381060174:0.95,BJLFMBCO_02563_S_ruber0_5,GNNGOPDE_02835_S_ruber1_3,DFALBHKG_02610_S_ruber2_4,NHIKOAIL_02736_S_ruber3_5,KFBDFGIE_02715_S_ruber4_1,MENLLFMI_02668_S_ruber5_1,FBNFPFMN_02662_S_ruber6_2,HOOJEANF_02607_S_ruber7_2,COG0617,S_ruber
292,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1381810116:0.948,BJLFMBCO_01821_S_ruber0_5,GNNGOPDE_01954_S_ruber1_3,DFALBHKG_01826_S_ruber2_4,NHIKOAIL_01868_S_ruber3_5,KFBDFGIE_01801_S_ruber4_1,MENLLFMI_01873_S_ruber5_1,FBNFPFMN_01901_S_ruber6_2,HOOJEANF_01847_S_ruber7_2,absent,S_ruber
293,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1386302568:0.919,BJLFMBCO_01868_S_ruber0_5,GNNGOPDE_02008_S_ruber1_3,DFALBHKG_01880_S_ruber2_4,NHIKOAIL_01917_S_ruber3_5,KFBDFGIE_01848_S_ruber4_1,MENLLFMI_01920_S_ruber5_1,FBNFPFMN_01955_S_ruber6_2,HOOJEANF_01894_S_ruber7_2,absent,S_ruber
294,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1387363132:0.948,BJLFMBCO_00198_S_ruber0_5,GNNGOPDE_00212_S_ruber1_3,DFALBHKG_00199_S_ruber2_4,NHIKOAIL_00222_S_ruber3_5,KFBDFGIE_00200_S_ruber4_1,MENLLFMI_00211_S_ruber5_1,FBNFPFMN_00222_S_ruber6_2,HOOJEANF_00195_S_ruber7_2,absent,S_ruber
295,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1387397172:0.966,BJLFMBCO_01252_S_ruber0_5,GNNGOPDE_01374_S_ruber1_3,DFALBHKG_01245_S_ruber2_4,NHIKOAIL_01290_S_ruber3_5,KFBDFGIE_01207_S_ruber4_1,MENLLFMI_01296_S_ruber5_1,FBNFPFMN_01324_S_ruber6_2,HOOJEANF_01277_S_ruber7_2,absent,S_ruber
296,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1392846796:0.954,BJLFMBCO_00167_S_ruber0_5,GNNGOPDE_00189_S_ruber1_3,DFALBHKG_00175_S_ruber2_4,NHIKOAIL_00181_S_ruber3_5,KFBDFGIE_00176_S_ruber4_1,MENLLFMI_00188_S_ruber5_1,FBNFPFMN_00182_S_ruber6_2,HOOJEANF_00172_S_ruber7_2,absent,S_ruber
297,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1396098538:0.962,BJLFMBCO_02477_S_ruber0_5,GNNGOPDE_02748_S_ruber1_3,DFALBHKG_02524_S_ruber2_4,NHIKOAIL_02648_S_ruber3_5,KFBDFGIE_02627_S_ruber4_1,MENLLFMI_02580_S_ruber5_1,FBNFPFMN_02577_S_ruber6_2,HOOJEANF_02518_S_ruber7_2,absent,S_ruber
298,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1399755240:0.966,BJLFMBCO_02994_S_ruber0_5,GNNGOPDE_03276_S_ruber1_3,DFALBHKG_03085_S_ruber2_4,NHIKOAIL_03190_S_ruber3_5,KFBDFGIE_03142_S_ruber4_1,MENLLFMI_03113_S_ruber5_1,FBNFPFMN_03108_S_ruber6_2,HOOJEANF_03052_S_ruber7_2,COG0346,S_ruber
299,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1400234380:0.963,BJLFMBCO_01718_S_ruber0_5,GNNGOPDE_01849_S_ruber1_3,DFALBHKG_01720_S_ruber2_4,NHIKOAIL_01764_S_ruber3_5,KFBDFGIE_01698_S_ruber4_1,MENLLFMI_01768_S_ruber5_1,FBNFPFMN_01796_S_ruber6_2,HOOJEANF_01744_S_ruber7_2,COG0114,S_ruber
300,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1401296408:0.967,BJLFMBCO_00929_S_ruber0_5,GNNGOPDE_01058_S_ruber1_3,DFALBHKG_00920_S_ruber2_4,NHIKOAIL_00969_S_ruber3_5,KFBDFGIE_00886_S_ruber4_1,MENLLFMI_00970_S_ruber5_1,FBNFPFMN_01002_S_ruber6_2,HOOJEANF_00920_S_ruber7_2,absent,S_ruber
301,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1404576776:0.954,BJLFMBCO_02319_S_ruber0_5,GNNGOPDE_02492_S_ruber1_3,DFALBHKG_02363_S_ruber2_4,NHIKOAIL_02379_S_ruber3_5,KFBDFGIE_02466_S_ruber4_1,MENLLFMI_02420_S_ruber5_1,FBNFPFMN_02418_S_ruber6_2,HOOJEANF_02356_S_ruber7_2,absent,S_ruber
302,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1406878166:0.959,BJLFMBCO_01834_S_ruber0_5,GNNGOPDE_01974_S_ruber1_3,DFALBHKG_01846_S_ruber2_4,NHIKOAIL_01882_S_ruber3_5,KFBDFGIE_01813_S_ruber4_1,MENLLFMI_01886_S_ruber5_1,FBNFPFMN_01921_S_ruber6_2,HOOJEANF_01860_S_ruber7_2,absent,S_ruber
303,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1407924054:0.964,BJLFMBCO_02498_S_ruber0_5,GNNGOPDE_02769_S_ruber1_3,DFALBHKG_02545_S_ruber2_4,NHIKOAIL_02669_S_ruber3_5,KFBDFGIE_02648_S_ruber4_1,MENLLFMI_02601_S_ruber5_1,FBNFPFMN_02598_S_ruber6_2,HOOJEANF_02539_S_ruber7_2,absent,S_ruber
304,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1408054206:0.921,BJLFMBCO_00376_S_ruber0_5,GNNGOPDE_00444_S_ruber1_3,DFALBHKG_00369_S_ruber2_4,NHIKOAIL_00355_S_ruber3_5,KFBDFGIE_00313_S_ruber4_1,MENLLFMI_00377_S_ruber5_1,FBNFPFMN_00358_S_ruber6_2,HOOJEANF_00331_S_ruber7_2,absent,S_ruber
305,"['GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG', 'GTG']",0.0,8.0,0.0,same,8,8,@1408112436:0.946,BJLFMBCO_01799_S_ruber0_5,GNNGOPDE_01932_S_ruber1_3,DFALBHKG_01804_S_ruber2_4,NHIKOAIL_01846_S_ruber3_5,KFBDFGIE_01779_S_ruber4_1,MENLLFMI_01851_S_ruber5_1,FBNFPFMN_01879_S_ruber6_2,HOOJEANF_01825_S_ruber7_2,absent,S_ruber
306,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1409060394:0.952,BJLFMBCO_02989_S_ruber0_5,GNNGOPDE_03271_S_ruber1_3,DFALBHKG_03080_S_ruber2_4,NHIKOAIL_03185_S_ruber3_5,KFBDFGIE_03137_S_ruber4_1,MENLLFMI_03108_S_ruber5_1,FBNFPFMN_03103_S_ruber6_2,HOOJEANF_03047_S_ruber7_2,COG3380,S_ruber
307,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@141061314:0.957,BJLFMBCO_02205_S_ruber0_5,GNNGOPDE_02353_S_ruber1_3,DFALBHKG_02214_S_ruber2_4,NHIKOAIL_02242_S_ruber3_5,KFBDFGIE_02323_S_ruber4_1,MENLLFMI_02277_S_ruber5_1,FBNFPFMN_02277_S_ruber6_2,HOOJEANF_02214_S_ruber7_2,absent,S_ruber
308,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1413671036:0.953,BJLFMBCO_00551_S_ruber0_5,GNNGOPDE_00621_S_ruber1_3,DFALBHKG_00541_S_ruber2_4,NHIKOAIL_00533_S_ruber3_5,KFBDFGIE_00487_S_ruber4_1,MENLLFMI_00553_S_ruber5_1,FBNFPFMN_00528_S_ruber6_2,HOOJEANF_00507_S_ruber7_2,COG0266,S_ruber
309,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1414217078:0.959,BJLFMBCO_01228_S_ruber0_5,GNNGOPDE_01350_S_ruber1_3,DFALBHKG_01221_S_ruber2_4,NHIKOAIL_01266_S_ruber3_5,KFBDFGIE_01183_S_ruber4_1,MENLLFMI_01272_S_ruber5_1,FBNFPFMN_01300_S_ruber6_2,HOOJEANF_01253_S_ruber7_2,absent,S_ruber
310,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1414772792:0.965,BJLFMBCO_02517_S_ruber0_5,GNNGOPDE_02788_S_ruber1_3,DFALBHKG_02564_S_ruber2_4,NHIKOAIL_02687_S_ruber3_5,KFBDFGIE_02667_S_ruber4_1,MENLLFMI_02619_S_ruber5_1,FBNFPFMN_02617_S_ruber6_2,HOOJEANF_02558_S_ruber7_2,absent,S_ruber
311,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1414931122:0.962,BJLFMBCO_02623_S_ruber0_5,GNNGOPDE_02895_S_ruber1_3,DFALBHKG_02668_S_ruber2_4,NHIKOAIL_02793_S_ruber3_5,KFBDFGIE_02768_S_ruber4_1,MENLLFMI_02727_S_ruber5_1,FBNFPFMN_02719_S_ruber6_2,HOOJEANF_02662_S_ruber7_2,COG1363,S_ruber
312,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1415594786:0.963,BJLFMBCO_02407_S_ruber0_5,GNNGOPDE_02577_S_ruber1_3,DFALBHKG_02455_S_ruber2_4,NHIKOAIL_02476_S_ruber3_5,KFBDFGIE_02559_S_ruber4_1,MENLLFMI_02510_S_ruber5_1,FBNFPFMN_02509_S_ruber6_2,HOOJEANF_02447_S_ruber7_2,absent,S_ruber
313,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1418880876:0.967,BJLFMBCO_01988_S_ruber0_5,GNNGOPDE_02142_S_ruber1_3,DFALBHKG_02000_S_ruber2_4,NHIKOAIL_02039_S_ruber3_5,KFBDFGIE_01970_S_ruber4_1,MENLLFMI_02040_S_ruber5_1,FBNFPFMN_02078_S_ruber6_2,HOOJEANF_02014_S_ruber7_2,absent,S_ruber
314,"['ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG', 'ATG']",8.0,0.0,0.0,same,8,8,@1418900776:0.949,BJLFMBCO_02080_S_ruber0_5,GNNGOPDE_02235_S_ruber1_3,DFALBHKG_02095_S_ruber2_4,NHIKOAIL_02130_S_ruber3_5,KFBDFGIE_02065_S_ruber4_1,MENLLFMI_02157_S_ruber5_1,FBNFPFMN_02169_S_ruber6_2,HOOJEANF_02103_S_ruber7_2,absent,S_ruber
