locus_tag	ftype	length_bp	gene	EC_number	COG	product
GNNGOPDE_00812	CDS	483				hypothetical protein
GNNGOPDE_00813	CDS	1098				hypothetical protein
GNNGOPDE_00814	CDS	369				hypothetical protein
GNNGOPDE_00815	CDS	936		5.1.3.2	COG1088	UDP-glucose 4-epimerase
GNNGOPDE_00816	CDS	231				hypothetical protein
GNNGOPDE_00817	CDS	231				hypothetical protein
GNNGOPDE_00818	CDS	279			COG1662	IS1 family transposase ISSru2
GNNGOPDE_00819	CDS	267				hypothetical protein
GNNGOPDE_00820	CDS	345				hypothetical protein
GNNGOPDE_00821	CDS	612			COG3385	IS4 family transposase ISAtsp3
GNNGOPDE_00822	CDS	285	yddM		COG3093	putative HTH-type transcriptional regulator YddM
GNNGOPDE_00823	CDS	558	rfaH_1			Transcription antitermination protein RfaH
GNNGOPDE_00824	CDS	288				hypothetical protein
GNNGOPDE_00825	CDS	303				hypothetical protein
GNNGOPDE_00826	CDS	984	galE1	5.1.3.2	COG1088	UDP-glucose 4-epimerase
GNNGOPDE_00827	CDS	282				hypothetical protein
GNNGOPDE_00828	CDS	192				hypothetical protein
GNNGOPDE_00829	CDS	300				hypothetical protein
GNNGOPDE_00830	CDS	246				hypothetical protein
GNNGOPDE_00831	CDS	399				hypothetical protein
GNNGOPDE_00832	CDS	1098				IS200/IS605 family transposase ISNsp3
GNNGOPDE_00833	CDS	252				hypothetical protein
GNNGOPDE_00834	CDS	288				hypothetical protein
GNNGOPDE_00835	CDS	222				hypothetical protein
GNNGOPDE_00836	CDS	225				hypothetical protein
GNNGOPDE_00837	CDS	378				hypothetical protein
GNNGOPDE_00838	CDS	432				hypothetical protein
GNNGOPDE_00839	CDS	1515				hypothetical protein
GNNGOPDE_00840	CDS	507				hypothetical protein
GNNGOPDE_00841	CDS	144				hypothetical protein
GNNGOPDE_00842	CDS	408				hypothetical protein
GNNGOPDE_00843	CDS	432				hypothetical protein
GNNGOPDE_00844	CDS	153				hypothetical protein
GNNGOPDE_00845	CDS	915				hypothetical protein
GNNGOPDE_00846	CDS	1014	glmU			Bifunctional protein GlmU
GNNGOPDE_00847	CDS	2460	mutS2	3.1.-.-		Endonuclease MutS2
GNNGOPDE_00848	CDS	966	ghrB	1.1.1.79	COG1052	Glyoxylate/hydroxypyruvate reductase B
GNNGOPDE_00849	CDS	465				hypothetical protein
GNNGOPDE_00850	CDS	4107	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
GNNGOPDE_00851	CDS	1257	htpX_2	3.4.24.-		Protease HtpX
GNNGOPDE_00852	CDS	231				hypothetical protein
GNNGOPDE_00853	CDS	264				hypothetical protein
GNNGOPDE_00854	CDS	291				hypothetical protein
GNNGOPDE_00855	CDS	1773	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
GNNGOPDE_00856	CDS	1521	malQ	2.4.1.25	COG1640	4-alpha-glucanotransferase
GNNGOPDE_00857	CDS	1734				hypothetical protein
GNNGOPDE_00858	CDS	534				hypothetical protein
GNNGOPDE_00859	CDS	540	aroK	2.7.1.71	COG0703	Shikimate kinase
GNNGOPDE_00860	CDS	783	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
GNNGOPDE_00861	CDS	189				hypothetical protein
GNNGOPDE_00862	CDS	603				IS200/IS605 family transposase ISTel3
GNNGOPDE_00863	CDS	564				hypothetical protein
GNNGOPDE_00864	CDS	1308	arcA	3.5.3.6		Arginine deiminase
GNNGOPDE_00865	CDS	984		1.18.1.2	COG0492	Ferredoxin--NADP reductase
GNNGOPDE_00866	CDS	684				hypothetical protein
GNNGOPDE_00867	CDS	1410		1.17.1.9		Formate dehydrogenase, mitochondrial
GNNGOPDE_00868	CDS	867	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
GNNGOPDE_00869	CDS	1545	gatA	6.3.5.7	COG0154	Glutamyl-tRNA(Gln) amidotransferase subunit A
GNNGOPDE_00870	CDS	363	tatA			Sec-independent protein translocase protein TatA
GNNGOPDE_00871	CDS	1086	add	3.5.4.4	COG1816	Adenosine deaminase
GNNGOPDE_00872	CDS	1293	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
GNNGOPDE_00873	CDS	300				hypothetical protein
GNNGOPDE_00874	CDS	294				hypothetical protein
GNNGOPDE_00875	CDS	942				hypothetical protein
GNNGOPDE_00876	CDS	654	uvrY		COG2197	Response regulator UvrY
GNNGOPDE_00877	CDS	1398				hypothetical protein
GNNGOPDE_00878	CDS	843				hypothetical protein
GNNGOPDE_00879	CDS	840				hypothetical protein
GNNGOPDE_00880	CDS	951	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
GNNGOPDE_00881	CDS	1197	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
GNNGOPDE_00882	CDS	927				hypothetical protein
GNNGOPDE_00883	CDS	666				hypothetical protein
GNNGOPDE_00884	CDS	735	lpxH_1	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
GNNGOPDE_00885	CDS	2376	mrcA		COG5009	Penicillin-binding protein 1A
GNNGOPDE_00886	CDS	1296	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
GNNGOPDE_00887	CDS	543				hypothetical protein
GNNGOPDE_00888	CDS	855	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
GNNGOPDE_00889	CDS	960	thrB	2.7.1.39	COG0083	Homoserine kinase
GNNGOPDE_00890	CDS	2466	thrA_2		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
GNNGOPDE_00891	CDS	858	MTAP	2.4.2.1		S-methyl-5'-thioadenosine phosphorylase
GNNGOPDE_00892	CDS	1197	gpsB			Cell cycle protein GpsB
GNNGOPDE_00893	CDS	759			COG0325	Pyridoxal phosphate homeostasis protein
GNNGOPDE_00894	CDS	264				hypothetical protein
GNNGOPDE_00895	CDS	2547				hypothetical protein
GNNGOPDE_00896	CDS	513	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
GNNGOPDE_00897	CDS	285				hypothetical protein
GNNGOPDE_00898	CDS	267				hypothetical protein
GNNGOPDE_00899	CDS	942				hypothetical protein
GNNGOPDE_00900	CDS	711	hmp_2	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
GNNGOPDE_00901	CDS	204				hypothetical protein
GNNGOPDE_00902	CDS	828				hypothetical protein
GNNGOPDE_00903	CDS	456				hypothetical protein
GNNGOPDE_00904	CDS	678	kefC_2			Glutathione-regulated potassium-efflux system protein KefC
GNNGOPDE_00905	CDS	315				hypothetical protein
GNNGOPDE_00906	CDS	486				hypothetical protein
GNNGOPDE_00907	CDS	402				hypothetical protein
GNNGOPDE_00908	CDS	789				hypothetical protein
GNNGOPDE_00909	CDS	393				hypothetical protein
GNNGOPDE_00910	CDS	384				hypothetical protein
GNNGOPDE_00911	CDS	249				hypothetical protein
GNNGOPDE_00912	CDS	1041		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
GNNGOPDE_00913	CDS	1068	adh_1	1.1.1.1		Alcohol dehydrogenase
GNNGOPDE_00914	CDS	474				hypothetical protein
GNNGOPDE_00915	CDS	822				hypothetical protein
GNNGOPDE_00916	CDS	519	dinG_1	3.1.-.-		3'-5' exonuclease DinG
GNNGOPDE_00917	CDS	513				Single-stranded DNA-binding protein
GNNGOPDE_00918	CDS	1554		4.3.1.23	COG2986	Tyrosine ammonia-lyase
GNNGOPDE_00919	CDS	2568	pcrA_3	3.6.4.12		ATP-dependent DNA helicase PcrA
GNNGOPDE_00920	CDS	90				hypothetical protein
GNNGOPDE_00921	CDS	435				hypothetical protein
GNNGOPDE_00922	CDS	1254		1.6.3.5		Renalase
GNNGOPDE_00923	CDS	1521	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
GNNGOPDE_00924	CDS	1383				hypothetical protein
GNNGOPDE_00925	CDS	1113	mdtE_1			Multidrug resistance protein MdtE
GNNGOPDE_00926	CDS	3147	bepE			Efflux pump membrane transporter BepE
GNNGOPDE_00927	CDS	1344	bepC			Outer membrane efflux protein BepC
GNNGOPDE_00928	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
GNNGOPDE_00929	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
GNNGOPDE_00930	CDS	600				hypothetical protein
GNNGOPDE_00931	CDS	195				hypothetical protein
GNNGOPDE_00932	CDS	363				hypothetical protein
GNNGOPDE_00933	CDS	447				hypothetical protein
GNNGOPDE_00934	CDS	204	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
GNNGOPDE_00935	CDS	774	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GNNGOPDE_00936	CDS	1140				hypothetical protein
GNNGOPDE_00937	CDS	1230	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
GNNGOPDE_00938	CDS	540		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
GNNGOPDE_00939	CDS	873		2.7.1.-		putative ketoamine kinase
GNNGOPDE_00940	CDS	312	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
GNNGOPDE_00941	CDS	225				hypothetical protein
GNNGOPDE_00942	CDS	1050		1.13.11.63		beta-carotene 15,15'-dioxygenase
GNNGOPDE_00943	CDS	1476	crtN_1	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
GNNGOPDE_00944	CDS	705	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
GNNGOPDE_00945	CDS	1383	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
GNNGOPDE_00946	CDS	1494				hypothetical protein
GNNGOPDE_00947	CDS	489	iscR			HTH-type transcriptional regulator IscR
GNNGOPDE_00948	CDS	747	lytR_2		COG3279	Sensory transduction protein LytR
GNNGOPDE_00949	CDS	1140				hypothetical protein
GNNGOPDE_00950	CDS	738				hypothetical protein
GNNGOPDE_00951	CDS	969	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
GNNGOPDE_00952	CDS	837				hypothetical protein
GNNGOPDE_00953	CDS	2187				hypothetical protein
GNNGOPDE_00954	CDS	210				hypothetical protein
GNNGOPDE_00955	CDS	309				hypothetical protein
GNNGOPDE_00956	CDS	1080	bioB	2.8.1.6		Biotin synthase
GNNGOPDE_00957	CDS	891				hypothetical protein
GNNGOPDE_00958	CDS	399				hypothetical protein
GNNGOPDE_00959	CDS	1860	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
GNNGOPDE_00960	CDS	471				hypothetical protein
GNNGOPDE_00961	CDS	483				IS630 family transposase ISMae27
GNNGOPDE_00962	CDS	327	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
GNNGOPDE_00963	CDS	939	RBKS_1	2.7.1.15		Ribokinase
GNNGOPDE_00964	CDS	429				hypothetical protein
GNNGOPDE_00965	CDS	855				hypothetical protein
GNNGOPDE_00966	CDS	642	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
GNNGOPDE_00967	CDS	858	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
GNNGOPDE_00968	CDS	327				hypothetical protein
GNNGOPDE_00969	CDS	1458				hypothetical protein
GNNGOPDE_00970	CDS	1191	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
GNNGOPDE_00971	CDS	657				hypothetical protein
GNNGOPDE_00972	CDS	564		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
GNNGOPDE_00973	CDS	561				hypothetical protein
GNNGOPDE_00974	CDS	1185	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
GNNGOPDE_00975	CDS	189				hypothetical protein
GNNGOPDE_00976	CDS	189				hypothetical protein
GNNGOPDE_00977	CDS	702				hypothetical protein
GNNGOPDE_00978	CDS	297				hypothetical protein
GNNGOPDE_00979	CDS	1299	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
GNNGOPDE_00980	CDS	600	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
GNNGOPDE_00981	CDS	861	tatC		COG0805	Sec-independent protein translocase protein TatC
GNNGOPDE_00982	CDS	1656				hypothetical protein
GNNGOPDE_00983	CDS	612				hypothetical protein
GNNGOPDE_00984	CDS	438				hypothetical protein
GNNGOPDE_00985	tRNA	77				tRNA-Arg(tcg)
GNNGOPDE_00986	CDS	903			COG0589	Universal stress protein/MSMEI_3859
GNNGOPDE_00987	CDS	2844	lptD_1			LPS-assembly protein LptD
GNNGOPDE_00988	CDS	984	glkA	2.7.1.2		Glucokinase
GNNGOPDE_00989	CDS	297				hypothetical protein
GNNGOPDE_00990	CDS	1290	eno	4.2.1.11		Enolase
GNNGOPDE_00991	CDS	1356				hypothetical protein
GNNGOPDE_00992	CDS	1386				hypothetical protein
GNNGOPDE_00993	CDS	1362				hypothetical protein
GNNGOPDE_00994	CDS	792	glgA	2.4.1.21		Glycogen synthase
GNNGOPDE_00995	CDS	627	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
GNNGOPDE_00996	CDS	375				hypothetical protein
GNNGOPDE_00997	CDS	861				hypothetical protein
GNNGOPDE_00998	CDS	975				hypothetical protein
GNNGOPDE_00999	CDS	999	lipA	2.8.1.8	COG0320	Lipoyl synthase
GNNGOPDE_01000	CDS	555				hypothetical protein
GNNGOPDE_01001	CDS	1716	nfdA_1	3.5.1.91		N-substituted formamide deformylase
GNNGOPDE_01002	CDS	1389	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
GNNGOPDE_01003	CDS	1719	recN		COG0497	DNA repair protein RecN
GNNGOPDE_01004	CDS	3483	secA			Protein translocase subunit SecA
GNNGOPDE_01005	CDS	903				hypothetical protein
GNNGOPDE_01006	CDS	948	xerC_1		COG4973	Tyrosine recombinase XerC
GNNGOPDE_01007	CDS	183				hypothetical protein
GNNGOPDE_01008	CDS	1083	corA		COG0598	Cobalt/magnesium transport protein CorA
GNNGOPDE_01009	CDS	573				hypothetical protein
GNNGOPDE_01010	CDS	1047				hypothetical protein
GNNGOPDE_01011	CDS	741				hypothetical protein
GNNGOPDE_01012	CDS	879	mscS_1		COG0668	Small-conductance mechanosensitive channel
GNNGOPDE_01013	CDS	861				hypothetical protein
GNNGOPDE_01014	CDS	1833				hypothetical protein
GNNGOPDE_01015	CDS	1833				hypothetical protein
GNNGOPDE_01016	CDS	2130	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
GNNGOPDE_01017	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
GNNGOPDE_01018	CDS	696				hypothetical protein
GNNGOPDE_01019	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
GNNGOPDE_01020	tRNA	74				tRNA-Gln(ttg)
GNNGOPDE_01021	CDS	1284	MRI1	5.3.1.23		Methylthioribose-1-phosphate isomerase
GNNGOPDE_01022	CDS	1422	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
GNNGOPDE_01023	CDS	624				hypothetical protein
GNNGOPDE_01024	CDS	306	nfuA			Fe/S biogenesis protein NfuA
GNNGOPDE_01025	CDS	1125	apbC		COG0489	Iron-sulfur cluster carrier protein
GNNGOPDE_01026	CDS	963	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
GNNGOPDE_01027	CDS	843	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
GNNGOPDE_01028	CDS	735	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
GNNGOPDE_01029	CDS	825				hypothetical protein
GNNGOPDE_01030	CDS	984	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
GNNGOPDE_01031	CDS	966				hypothetical protein
GNNGOPDE_01032	CDS	681	aat	2.3.2.6		Leucyl/phenylalanyl-tRNA--protein transferase
GNNGOPDE_01033	CDS	516				hypothetical protein
GNNGOPDE_01034	CDS	1005	auaH	1.1.1.394		Aurachin B dehydrogenase
GNNGOPDE_01035	CDS	231				hypothetical protein
GNNGOPDE_01036	CDS	252				hypothetical protein
GNNGOPDE_01037	CDS	300				hypothetical protein
GNNGOPDE_01038	CDS	426				hypothetical protein
GNNGOPDE_01039	CDS	654				hypothetical protein
GNNGOPDE_01040	CDS	1032	mcpQ_1		COG0840	Methyl-accepting chemotaxis protein McpQ
GNNGOPDE_01041	CDS	1020				hypothetical protein
GNNGOPDE_01042	CDS	3390	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
GNNGOPDE_01043	CDS	261				hypothetical protein
GNNGOPDE_01044	CDS	1515				hypothetical protein
GNNGOPDE_01045	CDS	954	luxQ	2.7.13.3		Autoinducer 2 sensor kinase/phosphatase LuxQ
GNNGOPDE_01046	CDS	2091	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
GNNGOPDE_01047	CDS	2478	hdc	4.1.1.22		Histidine decarboxylase
GNNGOPDE_01048	CDS	486	fruA		COG1299	PTS system fructose-specific EIIABC component
GNNGOPDE_01049	CDS	1308	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
GNNGOPDE_01050	CDS	1236				hypothetical protein
GNNGOPDE_01051	CDS	429				hypothetical protein
GNNGOPDE_01052	CDS	1365				hypothetical protein
GNNGOPDE_01053	CDS	1455				hypothetical protein
GNNGOPDE_01054	CDS	1269				hypothetical protein
GNNGOPDE_01055	CDS	2562	btuB_5			Vitamin B12 transporter BtuB
GNNGOPDE_01056	CDS	237				hypothetical protein
GNNGOPDE_01057	CDS	1869	glgB_2	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
GNNGOPDE_01058	CDS	3381		2.7.1.8		Glucosamine kinase
GNNGOPDE_01059	CDS	2037	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
GNNGOPDE_01060	CDS	2295	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
GNNGOPDE_01061	CDS	1098	gfo	1.1.99.28		Glucose--fructose oxidoreductase
GNNGOPDE_01062	CDS	1866				hypothetical protein
GNNGOPDE_01063	CDS	2658				hypothetical protein
GNNGOPDE_01064	CDS	384	divK_1			Polar-differentiation response regulator DivK
GNNGOPDE_01065	CDS	678	kefC_3			Glutathione-regulated potassium-efflux system protein KefC
GNNGOPDE_01066	tRNA	76				tRNA-Met(cat)
GNNGOPDE_01067	CDS	309				hypothetical protein
GNNGOPDE_01068	CDS	1188				hypothetical protein
GNNGOPDE_01069	CDS	822				hypothetical protein
GNNGOPDE_01070	CDS	867				hypothetical protein
GNNGOPDE_01071	CDS	804				hypothetical protein
GNNGOPDE_01072	CDS	1830				hypothetical protein
GNNGOPDE_01073	CDS	417	groS_1			10 kDa chaperonin
GNNGOPDE_01074	CDS	93				hypothetical protein
GNNGOPDE_01075	CDS	750	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
GNNGOPDE_01076	CDS	1059	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
GNNGOPDE_01077	CDS	747	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
GNNGOPDE_01078	CDS	213				hypothetical protein
GNNGOPDE_01079	CDS	945	btuF_1			Vitamin B12-binding protein
GNNGOPDE_01080	CDS	543				hypothetical protein
GNNGOPDE_01081	CDS	1188				hypothetical protein
GNNGOPDE_01082	CDS	1977	btuB_6			Vitamin B12 transporter BtuB
GNNGOPDE_01083	CDS	396				hypothetical protein
GNNGOPDE_01084	CDS	1956	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
GNNGOPDE_01085	CDS	849	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
GNNGOPDE_01086	CDS	960				hypothetical protein
GNNGOPDE_01087	CDS	684				hypothetical protein
GNNGOPDE_01088	CDS	702				hypothetical protein
GNNGOPDE_01089	CDS	648				hypothetical protein
GNNGOPDE_01090	CDS	1137			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
GNNGOPDE_01091	CDS	726		1.-.-.-		putative oxidoreductase
GNNGOPDE_01092	CDS	795				hypothetical protein
GNNGOPDE_01093	CDS	777	trmH_1	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
GNNGOPDE_01094	CDS	1623				hypothetical protein
GNNGOPDE_01095	CDS	492				hypothetical protein
GNNGOPDE_01096	CDS	381				hypothetical protein
GNNGOPDE_01097	CDS	1347	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
GNNGOPDE_01098	CDS	1194				hypothetical protein
GNNGOPDE_01099	CDS	564				hypothetical protein
GNNGOPDE_01100	CDS	513				hypothetical protein
GNNGOPDE_01101	CDS	1050	xerC_2			Tyrosine recombinase XerC
GNNGOPDE_01102	CDS	447				hypothetical protein
GNNGOPDE_01103	CDS	2076	ligA	6.5.1.2	COG0272	DNA ligase
GNNGOPDE_01104	CDS	612				hypothetical protein
GNNGOPDE_01105	CDS	3561	smc_1		COG1196	Chromosome partition protein Smc
GNNGOPDE_01106	CDS	1116				hypothetical protein
GNNGOPDE_01107	CDS	1026	mcpQ_2		COG0840	Methyl-accepting chemotaxis protein McpQ
GNNGOPDE_01108	CDS	867				hypothetical protein
GNNGOPDE_01109	CDS	417				hypothetical protein
GNNGOPDE_01110	CDS	1164				hypothetical protein
GNNGOPDE_01111	CDS	3000				hypothetical protein
GNNGOPDE_01112	CDS	1149				hypothetical protein
GNNGOPDE_01113	CDS	1794	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
GNNGOPDE_01114	CDS	423				hypothetical protein
GNNGOPDE_01115	CDS	1533	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
GNNGOPDE_01116	CDS	405				hypothetical protein
GNNGOPDE_01117	CDS	1371				hypothetical protein
GNNGOPDE_01118	CDS	1383				hypothetical protein
GNNGOPDE_01119	CDS	249				hypothetical protein
GNNGOPDE_01120	CDS	1224	ald	1.4.1.1	COG0686	Alanine dehydrogenase
GNNGOPDE_01121	CDS	921				hypothetical protein
GNNGOPDE_01122	CDS	618				hypothetical protein
GNNGOPDE_01123	CDS	1545	lysS	6.1.1.6		Lysine--tRNA ligase
GNNGOPDE_01124	CDS	972	pal_2			Peptidoglycan-associated lipoprotein
GNNGOPDE_01125	CDS	255	rpsT		COG0268	30S ribosomal protein S20
GNNGOPDE_01126	CDS	897				hypothetical protein
GNNGOPDE_01127	CDS	501				hypothetical protein
GNNGOPDE_01128	CDS	312				hypothetical protein
GNNGOPDE_01129	CDS	315				hypothetical protein
GNNGOPDE_01130	CDS	1239	atpB			ATP synthase subunit a
GNNGOPDE_01131	CDS	231	atpE			ATP synthase subunit c
GNNGOPDE_01132	CDS	510	atpF			ATP synthase subunit b, sodium ion specific
GNNGOPDE_01133	CDS	573	atpH		COG0712	ATP synthase subunit delta
GNNGOPDE_01134	CDS	1656	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
GNNGOPDE_01135	CDS	927	atpG		COG0224	ATP synthase gamma chain
GNNGOPDE_01136	tRNA	92				tRNA-Ser(gct)
GNNGOPDE_01137	CDS	1479				hypothetical protein
GNNGOPDE_01138	CDS	1266	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
GNNGOPDE_01139	CDS	1221				hypothetical protein
GNNGOPDE_01140	CDS	807	btuF_2			Vitamin B12-binding protein
GNNGOPDE_01141	CDS	1071				hypothetical protein
GNNGOPDE_01142	CDS	1476	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
GNNGOPDE_01143	CDS	1206				hypothetical protein
GNNGOPDE_01144	CDS	3927	mdtB_3			Multidrug resistance protein MdtB
GNNGOPDE_01145	CDS	1155	mdtE_2			Multidrug resistance protein MdtE
GNNGOPDE_01146	CDS	1683				hypothetical protein
GNNGOPDE_01147	CDS	702				hypothetical protein
GNNGOPDE_01148	CDS	1344	ubiB_1	2.7.-.-		protein kinase UbiB
GNNGOPDE_01149	CDS	780				hypothetical protein
GNNGOPDE_01150	CDS	1305	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
GNNGOPDE_01151	CDS	432	yccU		COG1832	putative protein YccU
GNNGOPDE_01152	CDS	2592	leuS	6.1.1.4		Leucine--tRNA ligase
GNNGOPDE_01153	CDS	759	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
GNNGOPDE_01154	CDS	579	efp		COG0231	Elongation factor P
GNNGOPDE_01155	CDS	636	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
GNNGOPDE_01156	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
GNNGOPDE_01157	CDS	1215		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
GNNGOPDE_01158	CDS	1248				hypothetical protein
GNNGOPDE_01159	CDS	537				hypothetical protein
GNNGOPDE_01160	CDS	1617				hypothetical protein
GNNGOPDE_01161	CDS	1068				hypothetical protein
GNNGOPDE_01162	CDS	798				hypothetical protein
GNNGOPDE_01163	CDS	2697	tolB_3			Tol-Pal system protein TolB
GNNGOPDE_01164	CDS	795				hypothetical protein
GNNGOPDE_01165	CDS	777	ybfF	3.1.-.-	COG0596	Esterase YbfF
GNNGOPDE_01166	CDS	804	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
GNNGOPDE_01167	CDS	1005				hypothetical protein
GNNGOPDE_01168	tRNA	74				tRNA-Arg(cct)
GNNGOPDE_01169	CDS	201				hypothetical protein
GNNGOPDE_01170	CDS	750	dinG_2	3.1.-.-		3'-5' exonuclease DinG
GNNGOPDE_01171	CDS	1386				hypothetical protein
GNNGOPDE_01172	CDS	471				hypothetical protein
GNNGOPDE_01173	CDS	840	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
GNNGOPDE_01174	CDS	1203				hypothetical protein
GNNGOPDE_01175	CDS	555				hypothetical protein
GNNGOPDE_01176	CDS	654	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
GNNGOPDE_01177	CDS	270				hypothetical protein
GNNGOPDE_01178	CDS	684				hypothetical protein
GNNGOPDE_01179	CDS	1161	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
GNNGOPDE_01180	CDS	2829	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
GNNGOPDE_01181	CDS	846				hypothetical protein
GNNGOPDE_01182	CDS	789	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
GNNGOPDE_01183	CDS	876				hypothetical protein
GNNGOPDE_01184	CDS	279	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
GNNGOPDE_01185	CDS	339	clpS			ATP-dependent Clp protease adapter protein ClpS
GNNGOPDE_01186	CDS	1203	tolB_4			Tol-Pal system protein TolB
GNNGOPDE_01187	CDS	210	cspG		COG1278	Cold shock-like protein CspG
GNNGOPDE_01188	CDS	213				hypothetical protein
GNNGOPDE_01189	CDS	201				hypothetical protein
GNNGOPDE_01190	CDS	843	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
GNNGOPDE_01191	CDS	159				hypothetical protein
GNNGOPDE_01192	CDS	1968	dnaG	2.7.7.-	COG0358	DNA primase
GNNGOPDE_01193	CDS	1842				hypothetical protein
