locus_tag	ftype	length_bp	gene	EC_number	COG	product
MENLLFMI_00784	CDS	1293	aroA	2.5.1.19	COG0128	3-phosphoshikimate 1-carboxyvinyltransferase
MENLLFMI_00785	CDS	300				hypothetical protein
MENLLFMI_00786	CDS	294				hypothetical protein
MENLLFMI_00787	CDS	942				hypothetical protein
MENLLFMI_00788	CDS	654	uvrY		COG2197	Response regulator UvrY
MENLLFMI_00789	CDS	1398				hypothetical protein
MENLLFMI_00790	CDS	843				hypothetical protein
MENLLFMI_00791	CDS	840				hypothetical protein
MENLLFMI_00792	CDS	951	ldh	1.1.1.27	COG0039	L-lactate dehydrogenase
MENLLFMI_00793	CDS	1197	ispG	1.17.7.3	COG0821	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (flavodoxin)
MENLLFMI_00794	CDS	927				hypothetical protein
MENLLFMI_00795	CDS	666				hypothetical protein
MENLLFMI_00796	CDS	735	lpxH_1	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
MENLLFMI_00797	CDS	2376	mrcA		COG5009	Penicillin-binding protein 1A
MENLLFMI_00798	CDS	1296	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
MENLLFMI_00799	CDS	543				hypothetical protein
MENLLFMI_00800	CDS	855	ispE	2.7.1.148	COG1947	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase
MENLLFMI_00801	CDS	960	thrB	2.7.1.39	COG0083	Homoserine kinase
MENLLFMI_00802	CDS	2466	thrA_3		COG0460	Bifunctional aspartokinase/homoserine dehydrogenase 1
MENLLFMI_00803	CDS	858	punA_1	2.4.2.1	COG0005	Purine nucleoside phosphorylase 1
MENLLFMI_00804	CDS	1197	gpsB			Cell cycle protein GpsB
MENLLFMI_00805	CDS	759			COG0325	Pyridoxal phosphate homeostasis protein
MENLLFMI_00806	CDS	186				hypothetical protein
MENLLFMI_00807	CDS	2547				hypothetical protein
MENLLFMI_00808	CDS	513	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
MENLLFMI_00809	CDS	285				hypothetical protein
MENLLFMI_00810	CDS	267				hypothetical protein
MENLLFMI_00811	CDS	942				hypothetical protein
MENLLFMI_00812	CDS	708	hmp_3	1.14.15.30	COG1018	3-ketosteroid-9-alpha-monooxygenase, ferredoxin reductase component
MENLLFMI_00813	CDS	381				hypothetical protein
MENLLFMI_00814	CDS	1191				hypothetical protein
MENLLFMI_00815	CDS	678	kefC_2			Glutathione-regulated potassium-efflux system protein KefC
MENLLFMI_00816	CDS	315				hypothetical protein
MENLLFMI_00817	CDS	486				hypothetical protein
MENLLFMI_00818	CDS	399				hypothetical protein
MENLLFMI_00819	CDS	789				hypothetical protein
MENLLFMI_00820	CDS	387				hypothetical protein
MENLLFMI_00821	CDS	384				hypothetical protein
MENLLFMI_00822	CDS	249				hypothetical protein
MENLLFMI_00823	CDS	1041		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
MENLLFMI_00824	CDS	1068	adh_1	1.1.1.1		Alcohol dehydrogenase
MENLLFMI_00825	CDS	474				hypothetical protein
MENLLFMI_00826	CDS	822				hypothetical protein
MENLLFMI_00827	CDS	519	dinG_1	3.1.-.-		3'-5' exonuclease DinG
MENLLFMI_00828	CDS	513				Single-stranded DNA-binding protein
MENLLFMI_00829	CDS	1554		4.3.1.23	COG2986	Tyrosine ammonia-lyase
MENLLFMI_00830	CDS	2568	pcrA_3	3.6.4.12		ATP-dependent DNA helicase PcrA
MENLLFMI_00831	CDS	477				hypothetical protein
MENLLFMI_00832	CDS	435				hypothetical protein
MENLLFMI_00833	CDS	1254		1.6.3.5		Renalase
MENLLFMI_00834	CDS	1308	hutH_1	4.3.1.3	COG2986	Histidine ammonia-lyase
MENLLFMI_00835	CDS	1032				hypothetical protein
MENLLFMI_00836	CDS	231	hutH_2	4.3.1.3		Histidine ammonia-lyase
MENLLFMI_00837	CDS	1383				hypothetical protein
MENLLFMI_00838	CDS	1113	mdtE_1			Multidrug resistance protein MdtE
MENLLFMI_00839	CDS	3147	bepE			Efflux pump membrane transporter BepE
MENLLFMI_00840	CDS	1344	bepC			Outer membrane efflux protein BepC
MENLLFMI_00841	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
MENLLFMI_00842	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
MENLLFMI_00843	CDS	600				hypothetical protein
MENLLFMI_00844	CDS	195				hypothetical protein
MENLLFMI_00845	CDS	363				hypothetical protein
MENLLFMI_00846	CDS	447				hypothetical protein
MENLLFMI_00847	CDS	204	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
MENLLFMI_00848	CDS	774	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MENLLFMI_00849	CDS	1140				hypothetical protein
MENLLFMI_00850	CDS	1230	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
MENLLFMI_00851	CDS	540		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
MENLLFMI_00852	CDS	873		2.7.1.-		putative ketoamine kinase
MENLLFMI_00853	CDS	312	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
MENLLFMI_00854	CDS	225				hypothetical protein
MENLLFMI_00855	CDS	1050		1.13.11.63		beta-carotene 15,15'-dioxygenase
MENLLFMI_00856	CDS	1476	crtN_1	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
MENLLFMI_00857	CDS	705	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
MENLLFMI_00858	CDS	1383	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
MENLLFMI_00859	CDS	1494				hypothetical protein
MENLLFMI_00860	CDS	489	iscR			HTH-type transcriptional regulator IscR
MENLLFMI_00861	CDS	747	lytR_2		COG3279	Sensory transduction protein LytR
MENLLFMI_00862	CDS	1140				hypothetical protein
MENLLFMI_00863	CDS	738				hypothetical protein
MENLLFMI_00864	CDS	969	yadG_1		COG1131	putative ABC transporter ATP-binding protein YadG
MENLLFMI_00865	CDS	837				hypothetical protein
MENLLFMI_00866	CDS	2211				hypothetical protein
MENLLFMI_00867	CDS	210				hypothetical protein
MENLLFMI_00868	CDS	309				hypothetical protein
MENLLFMI_00869	CDS	1080	bioB	2.8.1.6		Biotin synthase
MENLLFMI_00870	CDS	891				hypothetical protein
MENLLFMI_00871	CDS	399				hypothetical protein
MENLLFMI_00872	CDS	2274	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
MENLLFMI_00873	CDS	939	RBKS	2.7.1.15		Ribokinase
MENLLFMI_00874	CDS	429				hypothetical protein
MENLLFMI_00875	CDS	855				hypothetical protein
MENLLFMI_00876	CDS	663	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
MENLLFMI_00877	CDS	858	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
MENLLFMI_00878	CDS	327				hypothetical protein
MENLLFMI_00879	CDS	1458				hypothetical protein
MENLLFMI_00880	CDS	1191	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
MENLLFMI_00881	CDS	657				hypothetical protein
MENLLFMI_00882	CDS	564		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
MENLLFMI_00883	CDS	561				hypothetical protein
MENLLFMI_00884	CDS	1185	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
MENLLFMI_00885	CDS	189				hypothetical protein
MENLLFMI_00886	CDS	189				hypothetical protein
MENLLFMI_00887	CDS	702				hypothetical protein
MENLLFMI_00888	CDS	327				hypothetical protein
MENLLFMI_00889	CDS	1299	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
MENLLFMI_00890	CDS	600	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
MENLLFMI_00891	CDS	861	tatC		COG0805	Sec-independent protein translocase protein TatC
MENLLFMI_00892	CDS	1656				hypothetical protein
MENLLFMI_00893	CDS	612				hypothetical protein
MENLLFMI_00894	CDS	438				hypothetical protein
MENLLFMI_00895	tRNA	77				tRNA-Arg(tcg)
MENLLFMI_00896	CDS	903			COG0589	Universal stress protein/MSMEI_3859
MENLLFMI_00897	CDS	2841	lptD_1			LPS-assembly protein LptD
MENLLFMI_00898	CDS	984	glkA	2.7.1.2		Glucokinase
MENLLFMI_00899	CDS	297				hypothetical protein
MENLLFMI_00900	CDS	1290	eno	4.2.1.11		Enolase
MENLLFMI_00901	CDS	1356				hypothetical protein
MENLLFMI_00902	CDS	1386				hypothetical protein
MENLLFMI_00903	CDS	1362				hypothetical protein
MENLLFMI_00904	CDS	792	glgA	2.4.1.21		Glycogen synthase
MENLLFMI_00905	CDS	627	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
MENLLFMI_00906	CDS	375				hypothetical protein
MENLLFMI_00907	CDS	861				hypothetical protein
MENLLFMI_00908	CDS	975				hypothetical protein
MENLLFMI_00909	CDS	999	lipA	2.8.1.8	COG0320	Lipoyl synthase
MENLLFMI_00910	CDS	555				hypothetical protein
MENLLFMI_00911	CDS	1716	nfdA_1	3.5.1.91		N-substituted formamide deformylase
MENLLFMI_00912	CDS	1389	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
MENLLFMI_00913	CDS	1719	recN		COG0497	DNA repair protein RecN
MENLLFMI_00914	CDS	3483	secA			Protein translocase subunit SecA
MENLLFMI_00915	CDS	903				hypothetical protein
MENLLFMI_00916	CDS	948	xerC_3		COG4973	Tyrosine recombinase XerC
MENLLFMI_00917	CDS	183				hypothetical protein
MENLLFMI_00918	CDS	1083	corA		COG0598	Cobalt/magnesium transport protein CorA
MENLLFMI_00919	CDS	573				hypothetical protein
MENLLFMI_00920	CDS	1047				hypothetical protein
MENLLFMI_00921	CDS	741				hypothetical protein
MENLLFMI_00922	CDS	879	mscS_1		COG0668	Small-conductance mechanosensitive channel
MENLLFMI_00923	CDS	939				hypothetical protein
MENLLFMI_00924	CDS	1833				hypothetical protein
MENLLFMI_00925	CDS	1833				hypothetical protein
MENLLFMI_00926	CDS	2130	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
MENLLFMI_00927	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
MENLLFMI_00928	CDS	696				hypothetical protein
MENLLFMI_00929	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
MENLLFMI_00930	tRNA	74				tRNA-Gln(ttg)
MENLLFMI_00931	CDS	1284	MRI1	5.3.1.23		Methylthioribose-1-phosphate isomerase
MENLLFMI_00932	CDS	1422	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
MENLLFMI_00933	CDS	624				hypothetical protein
MENLLFMI_00934	CDS	306	nfuA			Fe/S biogenesis protein NfuA
MENLLFMI_00935	CDS	1125				Iron-sulfur cluster carrier protein
MENLLFMI_00936	CDS	963	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
MENLLFMI_00937	CDS	843	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
MENLLFMI_00938	CDS	735	ubiE_1	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MENLLFMI_00939	CDS	657				hypothetical protein
MENLLFMI_00940	CDS	735	ubiE_2	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
MENLLFMI_00941	CDS	483				hypothetical protein
MENLLFMI_00942	CDS	396				hypothetical protein
MENLLFMI_00943	CDS	825				hypothetical protein
MENLLFMI_00944	CDS	984	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
MENLLFMI_00945	CDS	966				hypothetical protein
MENLLFMI_00946	CDS	681	aat	2.3.2.6		Leucyl/phenylalanyl-tRNA--protein transferase
MENLLFMI_00947	CDS	516				hypothetical protein
MENLLFMI_00948	CDS	1005	auaH	1.1.1.394		Aurachin B dehydrogenase
MENLLFMI_00949	CDS	231				hypothetical protein
MENLLFMI_00950	CDS	252				hypothetical protein
MENLLFMI_00951	CDS	300				hypothetical protein
MENLLFMI_00952	CDS	426				hypothetical protein
MENLLFMI_00953	CDS	654				hypothetical protein
MENLLFMI_00954	CDS	2088				hypothetical protein
MENLLFMI_00955	CDS	3159	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
MENLLFMI_00956	CDS	489				hypothetical protein
MENLLFMI_00957	CDS	2826	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
MENLLFMI_00958	CDS	2091	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
MENLLFMI_00959	CDS	2478	hdc	4.1.1.22		Histidine decarboxylase
MENLLFMI_00960	CDS	486	fruA		COG1299	PTS system fructose-specific EIIABC component
MENLLFMI_00961	CDS	1308	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
MENLLFMI_00962	CDS	1236				hypothetical protein
MENLLFMI_00963	CDS	429				hypothetical protein
MENLLFMI_00964	CDS	1365				hypothetical protein
MENLLFMI_00965	CDS	1455				hypothetical protein
MENLLFMI_00966	CDS	1269				hypothetical protein
MENLLFMI_00967	CDS	2562	btuB_5			Vitamin B12 transporter BtuB
MENLLFMI_00968	CDS	210				hypothetical protein
MENLLFMI_00969	CDS	1869	glgB_2	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
MENLLFMI_00970	CDS	3381		2.7.1.8		Glucosamine kinase
MENLLFMI_00971	CDS	2037	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
MENLLFMI_00972	CDS	2184	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
MENLLFMI_00973	CDS	1098	gfo	1.1.99.28		Glucose--fructose oxidoreductase
MENLLFMI_00974	CDS	1866				hypothetical protein
MENLLFMI_00975	CDS	2658				hypothetical protein
MENLLFMI_00976	CDS	384	todS	2.7.13.3		Sensor histidine kinase TodS
MENLLFMI_00977	CDS	678	kefC_3			Glutathione-regulated potassium-efflux system protein KefC
MENLLFMI_00978	tRNA	76				tRNA-Met(cat)
MENLLFMI_00979	CDS	309				hypothetical protein
MENLLFMI_00980	CDS	1188				hypothetical protein
MENLLFMI_00981	CDS	822				hypothetical protein
MENLLFMI_00982	CDS	867				hypothetical protein
MENLLFMI_00983	CDS	804				hypothetical protein
MENLLFMI_00984	CDS	1830				hypothetical protein
MENLLFMI_00985	CDS	417	groS_1			10 kDa chaperonin
MENLLFMI_00986	CDS	93				hypothetical protein
MENLLFMI_00987	CDS	750	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
MENLLFMI_00988	CDS	1059	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
MENLLFMI_00989	CDS	747	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
MENLLFMI_00990	CDS	213				hypothetical protein
MENLLFMI_00991	CDS	945				hypothetical protein
MENLLFMI_00992	CDS	543				hypothetical protein
MENLLFMI_00993	CDS	1191				hypothetical protein
MENLLFMI_00994	CDS	1977	btuB_6			Vitamin B12 transporter BtuB
MENLLFMI_00995	CDS	396				hypothetical protein
MENLLFMI_00996	CDS	2007	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
MENLLFMI_00997	CDS	849	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
MENLLFMI_00998	CDS	960				hypothetical protein
MENLLFMI_00999	CDS	684				hypothetical protein
MENLLFMI_01000	CDS	702				hypothetical protein
MENLLFMI_01001	CDS	648				hypothetical protein
MENLLFMI_01002	CDS	1137			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
MENLLFMI_01003	CDS	726		1.-.-.-		putative oxidoreductase
MENLLFMI_01004	CDS	795				hypothetical protein
MENLLFMI_01005	CDS	777	trmH_1	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
MENLLFMI_01006	CDS	1623				hypothetical protein
MENLLFMI_01007	CDS	492				hypothetical protein
MENLLFMI_01008	CDS	279				hypothetical protein
MENLLFMI_01009	CDS	1347	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
MENLLFMI_01010	CDS	1194				hypothetical protein
MENLLFMI_01011	CDS	564				hypothetical protein
MENLLFMI_01012	CDS	513				hypothetical protein
MENLLFMI_01013	CDS	972				hypothetical protein
MENLLFMI_01014	CDS	258				hypothetical protein
MENLLFMI_01015	CDS	786	xerD_3			Tyrosine recombinase XerD
MENLLFMI_01016	CDS	114				hypothetical protein
MENLLFMI_01017	CDS	447				hypothetical protein
MENLLFMI_01018	CDS	2076	ligA	6.5.1.2	COG0272	DNA ligase
MENLLFMI_01019	CDS	612				hypothetical protein
MENLLFMI_01020	CDS	3561	smc_1		COG1196	Chromosome partition protein Smc
MENLLFMI_01021	CDS	1116				hypothetical protein
MENLLFMI_01022	CDS	1905				hypothetical protein
MENLLFMI_01023	CDS	420				hypothetical protein
MENLLFMI_01024	CDS	1176				hypothetical protein
MENLLFMI_01025	CDS	3000				hypothetical protein
MENLLFMI_01026	CDS	1158				hypothetical protein
MENLLFMI_01027	CDS	1794	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
MENLLFMI_01028	CDS	423				hypothetical protein
MENLLFMI_01029	CDS	1533	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
MENLLFMI_01030	CDS	468				hypothetical protein
MENLLFMI_01031	CDS	1371				hypothetical protein
MENLLFMI_01032	CDS	1383				hypothetical protein
MENLLFMI_01033	CDS	249				hypothetical protein
MENLLFMI_01034	CDS	1224	ald	1.4.1.1	COG0686	Alanine dehydrogenase
MENLLFMI_01035	CDS	921				hypothetical protein
MENLLFMI_01036	CDS	618				hypothetical protein
MENLLFMI_01037	CDS	1545	lysS	6.1.1.6		Lysine--tRNA ligase
MENLLFMI_01038	CDS	972	pal_2			Peptidoglycan-associated lipoprotein
MENLLFMI_01039	CDS	255	rpsT		COG0268	30S ribosomal protein S20
MENLLFMI_01040	CDS	897				hypothetical protein
MENLLFMI_01041	CDS	501				hypothetical protein
MENLLFMI_01042	CDS	312				hypothetical protein
MENLLFMI_01043	CDS	315				hypothetical protein
MENLLFMI_01044	CDS	1239	atpB			ATP synthase subunit a
MENLLFMI_01045	CDS	231	atpE			ATP synthase subunit c
MENLLFMI_01046	CDS	510	atpF			ATP synthase subunit b, sodium ion specific
MENLLFMI_01047	CDS	573	atpH		COG0712	ATP synthase subunit delta
MENLLFMI_01048	CDS	1656	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
MENLLFMI_01049	CDS	927	atpG		COG0224	ATP synthase gamma chain
MENLLFMI_01050	tRNA	92				tRNA-Ser(gct)
MENLLFMI_01051	CDS	1479				hypothetical protein
MENLLFMI_01052	CDS	1266	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
MENLLFMI_01053	CDS	1221				hypothetical protein
MENLLFMI_01054	CDS	807	btuF_1			Vitamin B12-binding protein
MENLLFMI_01055	CDS	1071				hypothetical protein
MENLLFMI_01056	CDS	1476	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
MENLLFMI_01057	CDS	1206				hypothetical protein
MENLLFMI_01058	CDS	3927	mdtB_3			Multidrug resistance protein MdtB
MENLLFMI_01059	CDS	1155	mdtE_2			Multidrug resistance protein MdtE
MENLLFMI_01060	CDS	1683				hypothetical protein
MENLLFMI_01061	CDS	702				hypothetical protein
MENLLFMI_01062	CDS	1344	ubiB_1	2.7.-.-		protein kinase UbiB
MENLLFMI_01063	CDS	639				hypothetical protein
MENLLFMI_01064	CDS	1305	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
MENLLFMI_01065	CDS	432	yccU		COG1832	putative protein YccU
MENLLFMI_01066	CDS	2592	leuS	6.1.1.4		Leucine--tRNA ligase
MENLLFMI_01067	CDS	759	bshB1	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
MENLLFMI_01068	CDS	765				hypothetical protein
MENLLFMI_01069	CDS	579	efp		COG0231	Elongation factor P
MENLLFMI_01070	CDS	630	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
MENLLFMI_01071	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
MENLLFMI_01072	CDS	1215		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
MENLLFMI_01073	CDS	1248				hypothetical protein
MENLLFMI_01074	CDS	537				hypothetical protein
MENLLFMI_01075	CDS	1617				hypothetical protein
MENLLFMI_01076	CDS	1068				hypothetical protein
MENLLFMI_01077	CDS	798				hypothetical protein
MENLLFMI_01078	CDS	2697	tolB_3			Tol-Pal system protein TolB
MENLLFMI_01079	CDS	795				hypothetical protein
MENLLFMI_01080	CDS	777	ybfF	3.1.-.-	COG0596	Esterase YbfF
MENLLFMI_01081	CDS	804	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
MENLLFMI_01082	CDS	1005				hypothetical protein
MENLLFMI_01083	tRNA	74				tRNA-Arg(cct)
MENLLFMI_01084	CDS	201				hypothetical protein
MENLLFMI_01085	CDS	750	dinG_2	3.1.-.-		3'-5' exonuclease DinG
MENLLFMI_01086	CDS	471				hypothetical protein
MENLLFMI_01087	CDS	840	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
MENLLFMI_01088	CDS	1017				hypothetical protein
MENLLFMI_01089	CDS	555				hypothetical protein
MENLLFMI_01090	CDS	654	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
MENLLFMI_01091	CDS	270				hypothetical protein
MENLLFMI_01092	CDS	684				hypothetical protein
MENLLFMI_01093	CDS	1161	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
MENLLFMI_01094	CDS	2829	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
MENLLFMI_01095	CDS	840				hypothetical protein
MENLLFMI_01096	CDS	738	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
MENLLFMI_01097	CDS	876				hypothetical protein
MENLLFMI_01098	CDS	279	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
MENLLFMI_01099	CDS	339	clpS			ATP-dependent Clp protease adapter protein ClpS
MENLLFMI_01100	CDS	1203	tolB_4			Tol-Pal system protein TolB
MENLLFMI_01101	CDS	210	cspG		COG1278	Cold shock-like protein CspG
MENLLFMI_01102	CDS	213				hypothetical protein
MENLLFMI_01103	CDS	201				hypothetical protein
MENLLFMI_01104	CDS	843	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
MENLLFMI_01105	CDS	159				hypothetical protein
MENLLFMI_01106	CDS	1968	dnaG_2	2.7.7.-	COG0358	DNA primase
MENLLFMI_01107	CDS	1842				hypothetical protein
MENLLFMI_01108	CDS	699	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
MENLLFMI_01109	CDS	330				hypothetical protein
MENLLFMI_01110	CDS	462				hypothetical protein
MENLLFMI_01111	CDS	738				hypothetical protein
MENLLFMI_01112	CDS	1398				hypothetical protein
MENLLFMI_01113	CDS	1674				hypothetical protein
MENLLFMI_01114	CDS	312				hypothetical protein
MENLLFMI_01115	CDS	4782	dnaE2	2.7.7.7		Error-prone DNA polymerase
MENLLFMI_01116	CDS	1143	xylA	5.3.1.5		Xylose isomerase
MENLLFMI_01117	CDS	1503	xylB	2.7.1.17	COG1070	Xylulose kinase
MENLLFMI_01118	CDS	1167				hypothetical protein
MENLLFMI_01119	CDS	1671				hypothetical protein
MENLLFMI_01120	CDS	828	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
MENLLFMI_01121	CDS	348				hypothetical protein
MENLLFMI_01122	CDS	1689	argS	6.1.1.19		Arginine--tRNA ligase
MENLLFMI_01123	CDS	135				hypothetical protein
MENLLFMI_01124	CDS	321				hypothetical protein
MENLLFMI_01125	CDS	1371	rarA		COG2256	Replication-associated recombination protein A
MENLLFMI_01126	CDS	861		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
MENLLFMI_01127	CDS	564				hypothetical protein
MENLLFMI_01128	CDS	1347	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
MENLLFMI_01129	CDS	1698				hypothetical protein
MENLLFMI_01130	CDS	870				hypothetical protein
MENLLFMI_01131	CDS	645	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
MENLLFMI_01132	CDS	852				hypothetical protein
MENLLFMI_01133	CDS	894	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
MENLLFMI_01134	CDS	2553				hypothetical protein
MENLLFMI_01135	CDS	1317				hypothetical protein
MENLLFMI_01136	CDS	1803	pglK	7.5.2.5	COG1132	Protein glycosylation K
MENLLFMI_01137	CDS	840				hypothetical protein
MENLLFMI_01138	CDS	891				hypothetical protein
MENLLFMI_01139	CDS	1182	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
MENLLFMI_01140	CDS	963				hypothetical protein
MENLLFMI_01141	CDS	993				hypothetical protein
MENLLFMI_01142	CDS	1074	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
MENLLFMI_01143	CDS	1071	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
MENLLFMI_01144	CDS	684	ftsE		COG2884	Cell division ATP-binding protein FtsE
MENLLFMI_01145	CDS	990				hypothetical protein
MENLLFMI_01146	CDS	480				hypothetical protein
MENLLFMI_01147	CDS	378				hypothetical protein
MENLLFMI_01148	CDS	1557				hypothetical protein
MENLLFMI_01149	CDS	519				hypothetical protein
MENLLFMI_01150	CDS	1023	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
MENLLFMI_01151	CDS	1551	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
MENLLFMI_01152	CDS	357				hypothetical protein
MENLLFMI_01153	CDS	672				hypothetical protein
MENLLFMI_01154	CDS	321	yidD			Putative membrane protein insertion efficiency factor
MENLLFMI_01155	CDS	384	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
MENLLFMI_01156	CDS	1437	putP		COG0591	High-affinity proline transporter PutP
MENLLFMI_01157	CDS	150				hypothetical protein
MENLLFMI_01158	CDS	621				hypothetical protein
MENLLFMI_01159	CDS	1362	steT_1		COG0531	Serine/threonine exchanger SteT
MENLLFMI_01160	CDS	495	crtK-2		COG3476	Tryptophan-rich protein TspO
MENLLFMI_01161	CDS	1530				hypothetical protein
MENLLFMI_01162	CDS	204				hypothetical protein
MENLLFMI_01163	CDS	426				hypothetical protein
MENLLFMI_01164	CDS	930				hypothetical protein
MENLLFMI_01165	CDS	1176	rip3		COG0517	Putative zinc metalloprotease Rip3
MENLLFMI_01166	CDS	1431	pyk	2.7.1.40	COG0469	Pyruvate kinase
MENLLFMI_01167	CDS	2973	cpoB_1			Cell division coordinator CpoB
MENLLFMI_01168	CDS	2028	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
MENLLFMI_01169	CDS	375	rpsL			30S ribosomal protein S12
MENLLFMI_01170	CDS	474	rpsG			30S ribosomal protein S7
MENLLFMI_01171	CDS	2121	fusA_1		COG0480	Elongation factor G
MENLLFMI_01172	CDS	1110	tuf		COG0050	Elongation factor Tu
MENLLFMI_01173	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
MENLLFMI_01174	CDS	627	rplC			50S ribosomal protein L3
