locus_tag	ftype	length_bp	gene	EC_number	COG	product
HOOJEANF_00774	CDS	249				hypothetical protein
HOOJEANF_00775	CDS	1041		1.1.1.1	COG1063	putative zinc-binding alcohol dehydrogenase
HOOJEANF_00776	CDS	1068	adh_1	1.1.1.1		Alcohol dehydrogenase
HOOJEANF_00777	CDS	474				hypothetical protein
HOOJEANF_00778	CDS	279			COG1662	IS1 family transposase ISSru3
HOOJEANF_00779	CDS	315			COG1662	IS1 family transposase ISSru3
HOOJEANF_00780	CDS	822				hypothetical protein
HOOJEANF_00781	CDS	519	dinG_1	3.1.-.-		3'-5' exonuclease DinG
HOOJEANF_00782	CDS	513				Single-stranded DNA-binding protein
HOOJEANF_00783	CDS	1554		4.3.1.23	COG2986	Tyrosine ammonia-lyase
HOOJEANF_00784	CDS	2568	pcrA_3	3.6.4.12		ATP-dependent DNA helicase PcrA
HOOJEANF_00785	CDS	540				hypothetical protein
HOOJEANF_00786	CDS	756				hypothetical protein
HOOJEANF_00787	CDS	174				hypothetical protein
HOOJEANF_00788	CDS	435				hypothetical protein
HOOJEANF_00789	CDS	1254		1.6.3.5		Renalase
HOOJEANF_00790	CDS	1521	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
HOOJEANF_00791	CDS	1383				hypothetical protein
HOOJEANF_00792	CDS	1113	mdtE_1			Multidrug resistance protein MdtE
HOOJEANF_00793	CDS	3147	bepE			Efflux pump membrane transporter BepE
HOOJEANF_00794	CDS	1344				hypothetical protein
HOOJEANF_00795	CDS	852	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
HOOJEANF_00796	CDS	264	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
HOOJEANF_00797	CDS	600				hypothetical protein
HOOJEANF_00798	CDS	195				hypothetical protein
HOOJEANF_00799	CDS	315			COG1662	IS1 family transposase ISSru3
HOOJEANF_00800	CDS	279			COG1662	IS1 family transposase ISSru3
HOOJEANF_00801	CDS	363				hypothetical protein
HOOJEANF_00802	CDS	447				hypothetical protein
HOOJEANF_00803	CDS	204	xseB	3.1.11.6		Exodeoxyribonuclease 7 small subunit
HOOJEANF_00804	CDS	774	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HOOJEANF_00805	CDS	1140				hypothetical protein
HOOJEANF_00806	CDS	1230	xseA	3.1.11.6	COG1570	Exodeoxyribonuclease 7 large subunit
HOOJEANF_00807	CDS	540		3.1.3.48		Putative low molecular weight protein-tyrosine-phosphatase
HOOJEANF_00808	CDS	873		2.7.1.-		putative ketoamine kinase
HOOJEANF_00809	CDS	312	nqrF_1	7.2.1.1		Na(+)-translocating NADH-quinone reductase subunit F
HOOJEANF_00810	CDS	225				hypothetical protein
HOOJEANF_00811	CDS	1044		1.13.11.63		beta-carotene 15,15'-dioxygenase
HOOJEANF_00812	CDS	1476	crtN_1	1.3.8.-		4,4'-diapophytoene desaturase (4,4'-diaponeurosporene-forming)
HOOJEANF_00813	CDS	705	scdA		COG2846	Iron-sulfur cluster repair protein ScdA
HOOJEANF_00814	CDS	1383	hemN	1.3.98.3		Oxygen-independent coproporphyrinogen III oxidase
HOOJEANF_00815	CDS	1494				hypothetical protein
HOOJEANF_00816	CDS	489	iscR		COG1959	HTH-type transcriptional regulator IscR
HOOJEANF_00817	CDS	747	lytR_1		COG3279	Sensory transduction protein LytR
HOOJEANF_00818	CDS	1140				hypothetical protein
HOOJEANF_00819	CDS	738				hypothetical protein
HOOJEANF_00820	CDS	969	yadG		COG1131	putative ABC transporter ATP-binding protein YadG
HOOJEANF_00821	CDS	837				hypothetical protein
HOOJEANF_00822	tRNA	79				tRNA-Arg(ccg)
HOOJEANF_00823	CDS	210				hypothetical protein
HOOJEANF_00824	CDS	309				hypothetical protein
HOOJEANF_00825	CDS	1080	bioB	2.8.1.6		Biotin synthase
HOOJEANF_00826	CDS	891				hypothetical protein
HOOJEANF_00827	CDS	399				hypothetical protein
HOOJEANF_00828	CDS	2274	rcsC_12	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00829	CDS	939	RBKS	2.7.1.15		Ribokinase
HOOJEANF_00830	CDS	429				hypothetical protein
HOOJEANF_00831	CDS	855				hypothetical protein
HOOJEANF_00832	CDS	663	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
HOOJEANF_00833	CDS	858	soj_2	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
HOOJEANF_00834	CDS	327				hypothetical protein
HOOJEANF_00835	CDS	1458				hypothetical protein
HOOJEANF_00836	CDS	1191	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
HOOJEANF_00837	CDS	657				hypothetical protein
HOOJEANF_00838	CDS	564		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase
HOOJEANF_00839	CDS	561				hypothetical protein
HOOJEANF_00840	CDS	1185	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
HOOJEANF_00841	CDS	189				hypothetical protein
HOOJEANF_00842	CDS	189				hypothetical protein
HOOJEANF_00843	CDS	702				hypothetical protein
HOOJEANF_00844	CDS	327				hypothetical protein
HOOJEANF_00845	CDS	1299	glyA	2.1.2.1	COG0112	Serine hydroxymethyltransferase
HOOJEANF_00846	CDS	600	pyrE_1	2.4.2.10	COG0461	Orotate phosphoribosyltransferase
HOOJEANF_00847	CDS	861	tatC		COG0805	Sec-independent protein translocase protein TatC
HOOJEANF_00848	CDS	1656				hypothetical protein
HOOJEANF_00849	CDS	612				hypothetical protein
HOOJEANF_00850	CDS	438				hypothetical protein
HOOJEANF_00851	tRNA	77				tRNA-Arg(tcg)
HOOJEANF_00852	CDS	903			COG0589	Universal stress protein/MSMEI_3859
HOOJEANF_00853	CDS	2889	lptD_1			LPS-assembly protein LptD
HOOJEANF_00854	CDS	984	glkA	2.7.1.2		Glucokinase
HOOJEANF_00855	CDS	297				hypothetical protein
HOOJEANF_00856	CDS	1290	eno	4.2.1.11		Enolase
HOOJEANF_00857	CDS	1356				hypothetical protein
HOOJEANF_00858	CDS	1386				hypothetical protein
HOOJEANF_00859	CDS	1395				hypothetical protein
HOOJEANF_00860	CDS	792	glgA	2.4.1.21		Glycogen synthase
HOOJEANF_00861	CDS	627	natA_1	7.2.2.4	COG4555	ABC transporter ATP-binding protein NatA
HOOJEANF_00862	CDS	375				hypothetical protein
HOOJEANF_00863	CDS	861				hypothetical protein
HOOJEANF_00864	CDS	975				hypothetical protein
HOOJEANF_00865	CDS	999	lipA	2.8.1.8	COG0320	Lipoyl synthase
HOOJEANF_00866	CDS	555				hypothetical protein
HOOJEANF_00867	CDS	1716	nfdA_1	3.5.1.91		N-substituted formamide deformylase
HOOJEANF_00868	CDS	1389	lat	2.6.1.36	COG0160	putative L-lysine-epsilon aminotransferase
HOOJEANF_00869	CDS	1719	recN		COG0497	DNA repair protein RecN
HOOJEANF_00870	CDS	3483	secA			Protein translocase subunit SecA
HOOJEANF_00871	CDS	903				hypothetical protein
HOOJEANF_00872	CDS	948	xerC_2		COG4973	Tyrosine recombinase XerC
HOOJEANF_00873	CDS	183				hypothetical protein
HOOJEANF_00874	CDS	1083	corA		COG0598	Cobalt/magnesium transport protein CorA
HOOJEANF_00875	CDS	573				hypothetical protein
HOOJEANF_00876	CDS	1047				hypothetical protein
HOOJEANF_00877	CDS	741				hypothetical protein
HOOJEANF_00878	CDS	879	mscS_1		COG0668	Small-conductance mechanosensitive channel
HOOJEANF_00879	CDS	861				hypothetical protein
HOOJEANF_00880	CDS	1833				hypothetical protein
HOOJEANF_00881	CDS	1827				hypothetical protein
HOOJEANF_00882	CDS	2130	hppA1	7.2.3.-	COG3808	Putative K(+)-stimulated pyrophosphate-energized sodium pump
HOOJEANF_00883	CDS	567	pth	3.1.1.29	COG0193	Peptidyl-tRNA hydrolase
HOOJEANF_00884	CDS	696				hypothetical protein
HOOJEANF_00885	CDS	948	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
HOOJEANF_00886	tRNA	74				tRNA-Gln(ttg)
HOOJEANF_00887	CDS	1284	MRI1	5.3.1.23		Methylthioribose-1-phosphate isomerase
HOOJEANF_00888	CDS	1422	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease
HOOJEANF_00889	CDS	624				hypothetical protein
HOOJEANF_00890	CDS	306	nfuA			Fe/S biogenesis protein NfuA
HOOJEANF_00891	CDS	1125				Iron-sulfur cluster carrier protein
HOOJEANF_00892	CDS	963	ppx2	3.6.1.11	COG0248	Exopolyphosphatase 2
HOOJEANF_00893	CDS	843	prmC_1	2.1.1.297		Release factor glutamine methyltransferase
HOOJEANF_00894	CDS	735	ubiE	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
HOOJEANF_00895	CDS	984	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase 1
HOOJEANF_00896	CDS	966				hypothetical protein
HOOJEANF_00897	CDS	681	aat	2.3.2.6		Leucyl/phenylalanyl-tRNA--protein transferase
HOOJEANF_00898	CDS	516				hypothetical protein
HOOJEANF_00899	CDS	1005	auaH	1.1.1.394		Aurachin B dehydrogenase
HOOJEANF_00900	CDS	231				hypothetical protein
HOOJEANF_00901	CDS	237				hypothetical protein
HOOJEANF_00902	CDS	300				hypothetical protein
HOOJEANF_00903	CDS	426				hypothetical protein
HOOJEANF_00904	CDS	654				hypothetical protein
HOOJEANF_00905	CDS	2073				hypothetical protein
HOOJEANF_00906	CDS	3159	rcsC_13	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00907	CDS	2826	rcsC_14	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00908	CDS	2091	rcsC_15	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00909	CDS	2475	hdc	4.1.1.22		Histidine decarboxylase
HOOJEANF_00910	CDS	486	fruA		COG1299	PTS system fructose-specific EIIABC component
HOOJEANF_00911	CDS	1308	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
HOOJEANF_00912	CDS	1236				hypothetical protein
HOOJEANF_00913	CDS	429				hypothetical protein
HOOJEANF_00914	CDS	1365				hypothetical protein
HOOJEANF_00915	CDS	1596				hypothetical protein
HOOJEANF_00916	CDS	1242				hypothetical protein
HOOJEANF_00917	CDS	2562	btuB_5			Vitamin B12 transporter BtuB
HOOJEANF_00918	CDS	237				hypothetical protein
HOOJEANF_00919	CDS	1869	glgB_2	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
HOOJEANF_00920	CDS	3381		2.7.1.8		Glucosamine kinase
HOOJEANF_00921	CDS	2037	glgE2	2.4.99.16	COG0366	Alpha-1,4-glucan:maltose-1-phosphate maltosyltransferase 2
HOOJEANF_00922	CDS	2184	glgX	3.2.1.-	COG1523	Glycogen operon protein GlgX 
HOOJEANF_00923	CDS	1278	iolG_1	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
HOOJEANF_00924	CDS	1866				hypothetical protein
HOOJEANF_00925	CDS	2766				hypothetical protein
HOOJEANF_00926	CDS	771				hypothetical protein
HOOJEANF_00927	CDS	384	todS	2.7.13.3		Sensor histidine kinase TodS
HOOJEANF_00928	CDS	624				hypothetical protein
HOOJEANF_00929	CDS	678	kefC_3			Glutathione-regulated potassium-efflux system protein KefC
HOOJEANF_00930	tRNA	76				tRNA-Met(cat)
HOOJEANF_00931	CDS	309				hypothetical protein
HOOJEANF_00932	CDS	1188				hypothetical protein
HOOJEANF_00933	CDS	822				hypothetical protein
HOOJEANF_00934	CDS	867				hypothetical protein
HOOJEANF_00935	CDS	804				hypothetical protein
HOOJEANF_00936	CDS	1830				hypothetical protein
HOOJEANF_00937	CDS	423	groS_1			10 kDa chaperonin
HOOJEANF_00938	CDS	93				hypothetical protein
HOOJEANF_00939	CDS	750	pgl	3.1.1.31	COG0363	6-phosphogluconolactonase
HOOJEANF_00940	CDS	1059	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
HOOJEANF_00941	CDS	747	mshB	3.5.1.103		1D-myo-inositol 2-acetamido-2-deoxy-alpha-D-glucopyranoside deacetylase
HOOJEANF_00942	CDS	213				hypothetical protein
HOOJEANF_00943	CDS	945				hypothetical protein
HOOJEANF_00944	CDS	543				hypothetical protein
HOOJEANF_00945	CDS	1197				hypothetical protein
HOOJEANF_00946	CDS	1977	btuB_6			Vitamin B12 transporter BtuB
HOOJEANF_00947	CDS	396				hypothetical protein
HOOJEANF_00948	CDS	2007	rcsC_16	2.7.13.3		Sensor histidine kinase RcsC
HOOJEANF_00949	CDS	849	dhmA2	3.8.1.5		Haloalkane dehalogenase 2
HOOJEANF_00950	CDS	960				hypothetical protein
HOOJEANF_00951	CDS	684				hypothetical protein
HOOJEANF_00952	CDS	702				hypothetical protein
HOOJEANF_00953	CDS	648				hypothetical protein
HOOJEANF_00954	CDS	1137			COG4663	Monocarboxylate 2-oxoacid-binding periplasmic protein
HOOJEANF_00955	CDS	726		1.-.-.-		putative oxidoreductase
HOOJEANF_00956	CDS	795				hypothetical protein
HOOJEANF_00957	CDS	777	trmH_1	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
HOOJEANF_00958	CDS	1623				hypothetical protein
HOOJEANF_00959	CDS	492				hypothetical protein
HOOJEANF_00960	CDS	381				hypothetical protein
HOOJEANF_00961	CDS	1347	rsmB	2.1.1.176	COG0144	Ribosomal RNA small subunit methyltransferase B
HOOJEANF_00962	CDS	1194				hypothetical protein
HOOJEANF_00963	CDS	564				hypothetical protein
HOOJEANF_00964	CDS	513				hypothetical protein
HOOJEANF_00965	CDS	258				hypothetical protein
HOOJEANF_00966	CDS	678	xerC_3			Tyrosine recombinase XerC
HOOJEANF_00967	CDS	2073	ligA	6.5.1.2	COG0272	DNA ligase
HOOJEANF_00968	CDS	183				hypothetical protein
HOOJEANF_00969	CDS	612				hypothetical protein
HOOJEANF_00970	CDS	3561	smc_1		COG1196	Chromosome partition protein Smc
HOOJEANF_00971	CDS	1116				hypothetical protein
HOOJEANF_00972	CDS	1719				hypothetical protein
HOOJEANF_00973	CDS	2991				hypothetical protein
HOOJEANF_00974	CDS	1149				hypothetical protein
HOOJEANF_00975	CDS	141				hypothetical protein
HOOJEANF_00976	CDS	1794	ggt	3.4.19.13	COG0405	Glutathione hydrolase proenzyme
HOOJEANF_00977	CDS	423				hypothetical protein
HOOJEANF_00978	CDS	1533	purF	2.4.2.14	COG0034	Amidophosphoribosyltransferase
HOOJEANF_00979	CDS	297				hypothetical protein
HOOJEANF_00980	CDS	1371				hypothetical protein
HOOJEANF_00981	CDS	1383				hypothetical protein
HOOJEANF_00982	CDS	249				hypothetical protein
HOOJEANF_00983	CDS	1224	ald	1.4.1.1	COG0686	Alanine dehydrogenase
HOOJEANF_00984	CDS	921				hypothetical protein
HOOJEANF_00985	CDS	618				hypothetical protein
HOOJEANF_00986	CDS	1545	lysS	6.1.1.6		Lysine--tRNA ligase
HOOJEANF_00987	CDS	972	pal_2			Peptidoglycan-associated lipoprotein
HOOJEANF_00988	CDS	255	rpsT		COG0268	30S ribosomal protein S20
HOOJEANF_00989	CDS	897				hypothetical protein
HOOJEANF_00990	CDS	501				hypothetical protein
HOOJEANF_00991	CDS	312				hypothetical protein
HOOJEANF_00992	CDS	315				hypothetical protein
HOOJEANF_00993	CDS	1239	atpB			ATP synthase subunit a
HOOJEANF_00994	CDS	231	atpE			ATP synthase subunit c
HOOJEANF_00995	CDS	510	atpF			ATP synthase subunit b, sodium ion specific
HOOJEANF_00996	CDS	573	atpH		COG0712	ATP synthase subunit delta
HOOJEANF_00997	CDS	1656	atpA	7.1.2.2	COG0056	ATP synthase subunit alpha
HOOJEANF_00998	CDS	927	atpG		COG0224	ATP synthase gamma chain
HOOJEANF_00999	tRNA	92				tRNA-Ser(gct)
HOOJEANF_01000	CDS	1479				hypothetical protein
HOOJEANF_01001	CDS	1266	recD2	3.6.4.12		ATP-dependent RecD-like DNA helicase
HOOJEANF_01002	CDS	1221				hypothetical protein
HOOJEANF_01003	CDS	807	btuF_1			Vitamin B12-binding protein
HOOJEANF_01004	CDS	1071				hypothetical protein
HOOJEANF_01005	CDS	1476	mpl	6.3.2.45	COG0773	UDP-N-acetylmuramate--L-alanyl-gamma-D-glutamyl-meso-2,6-diaminoheptandioate ligase
HOOJEANF_01006	CDS	1188				hypothetical protein
HOOJEANF_01007	CDS	3927	mdtB_3			Multidrug resistance protein MdtB
HOOJEANF_01008	CDS	1155	mdtE_2			Multidrug resistance protein MdtE
HOOJEANF_01009	CDS	1683				hypothetical protein
HOOJEANF_01010	CDS	702				hypothetical protein
HOOJEANF_01011	CDS	1344	ubiB_1	2.7.-.-		protein kinase UbiB
HOOJEANF_01012	CDS	639				hypothetical protein
HOOJEANF_01013	CDS	1305	ynjE	2.8.1.1	COG2897	Thiosulfate sulfurtransferase YnjE
HOOJEANF_01014	CDS	432	yccU		COG1832	putative protein YccU
HOOJEANF_01015	CDS	2592	leuS	6.1.1.4		Leucine--tRNA ligase
HOOJEANF_01016	CDS	759	bshB1_2	3.5.1.-	COG2120	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
HOOJEANF_01017	CDS	579	efp		COG0231	Elongation factor P
HOOJEANF_01018	CDS	630	accB		COG0511	Biotin carboxyl carrier protein of acetyl-CoA carboxylase
HOOJEANF_01019	CDS	1368	accC	6.3.4.14	COG0439	Biotin carboxylase
HOOJEANF_01020	CDS	1215		2.6.1.1	COG0436	Aspartate/prephenate aminotransferase
HOOJEANF_01021	CDS	1248				hypothetical protein
HOOJEANF_01022	CDS	537				hypothetical protein
HOOJEANF_01023	CDS	1617				hypothetical protein
HOOJEANF_01024	CDS	1068				hypothetical protein
HOOJEANF_01025	CDS	798				hypothetical protein
HOOJEANF_01026	CDS	2697	tolB_3			Tol-Pal system protein TolB
HOOJEANF_01027	CDS	795				hypothetical protein
HOOJEANF_01028	CDS	777	ybfF	3.1.-.-	COG0596	Esterase YbfF
HOOJEANF_01029	CDS	804	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
HOOJEANF_01030	CDS	1005				hypothetical protein
HOOJEANF_01031	tRNA	74				tRNA-Arg(cct)
HOOJEANF_01032	CDS	201				hypothetical protein
HOOJEANF_01033	CDS	750	dinG_2	3.1.-.-		3'-5' exonuclease DinG
HOOJEANF_01034	CDS	1386				hypothetical protein
HOOJEANF_01035	CDS	471				hypothetical protein
HOOJEANF_01036	CDS	840	soj_3	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
HOOJEANF_01037	CDS	1203				hypothetical protein
HOOJEANF_01038	CDS	555				hypothetical protein
HOOJEANF_01039	CDS	654	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
HOOJEANF_01040	CDS	270				hypothetical protein
HOOJEANF_01041	CDS	684				hypothetical protein
HOOJEANF_01042	CDS	1161	carA	6.3.5.5	COG0505	Carbamoyl-phosphate synthase small chain
HOOJEANF_01043	CDS	2829	carB	6.3.5.5	COG0458	Carbamoyl-phosphate synthase large chain
HOOJEANF_01044	CDS	846				hypothetical protein
HOOJEANF_01045	CDS	789	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme
HOOJEANF_01046	CDS	876				hypothetical protein
HOOJEANF_01047	CDS	279	purS	6.3.5.3	COG1828	Phosphoribosylformylglycinamidine synthase subunit PurS
HOOJEANF_01048	CDS	339	clpS			ATP-dependent Clp protease adapter protein ClpS
HOOJEANF_01049	CDS	1203	tolB_4			Tol-Pal system protein TolB
HOOJEANF_01050	CDS	210	cspG		COG1278	Cold shock-like protein CspG
HOOJEANF_01051	CDS	213				hypothetical protein
HOOJEANF_01052	CDS	201				hypothetical protein
HOOJEANF_01053	CDS	843	dapD	2.3.1.117		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase
HOOJEANF_01054	CDS	159				hypothetical protein
HOOJEANF_01055	CDS	1968	dnaG	2.7.7.-	COG0358	DNA primase
HOOJEANF_01056	CDS	1842				hypothetical protein
HOOJEANF_01057	CDS	699	puuD	3.5.1.94	COG2071	Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD
HOOJEANF_01058	CDS	330				hypothetical protein
HOOJEANF_01059	CDS	462				hypothetical protein
HOOJEANF_01060	CDS	738				hypothetical protein
HOOJEANF_01061	CDS	1398				hypothetical protein
HOOJEANF_01062	CDS	1674				hypothetical protein
HOOJEANF_01063	CDS	312				hypothetical protein
HOOJEANF_01064	CDS	3501	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
HOOJEANF_01065	CDS	1143	xylA	5.3.1.5		Xylose isomerase
HOOJEANF_01066	CDS	1503	xylB	2.7.1.17	COG1070	Xylulose kinase
HOOJEANF_01067	CDS	1167				hypothetical protein
HOOJEANF_01068	CDS	2031				hypothetical protein
HOOJEANF_01069	CDS	828	lgt	2.5.1.145	COG0682	Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase
HOOJEANF_01070	CDS	348				hypothetical protein
HOOJEANF_01071	CDS	1689	argS	6.1.1.19		Arginine--tRNA ligase
HOOJEANF_01072	CDS	135				hypothetical protein
HOOJEANF_01073	CDS	321				hypothetical protein
HOOJEANF_01074	CDS	1371	rarA		COG2256	Replication-associated recombination protein A
HOOJEANF_01075	CDS	861		2.8.1.1	COG2897	Putative thiosulfate sulfurtransferase
HOOJEANF_01076	CDS	564				hypothetical protein
HOOJEANF_01077	CDS	1347	siaT		COG1593	Sialic acid TRAP transporter permease protein SiaT
HOOJEANF_01078	CDS	1698				hypothetical protein
HOOJEANF_01079	CDS	870				hypothetical protein
HOOJEANF_01080	CDS	645	yhfK	4.-.-.-	COG0702	putative sugar epimerase YhfK
HOOJEANF_01081	CDS	852				hypothetical protein
HOOJEANF_01082	CDS	894	COQ3_2	2.1.1.222		Ubiquinone biosynthesis O-methyltransferase, mitochondrial
HOOJEANF_01083	CDS	2553				hypothetical protein
HOOJEANF_01084	CDS	1317				hypothetical protein
HOOJEANF_01085	CDS	1803	pglK_2	7.5.2.5	COG1132	Protein glycosylation K
HOOJEANF_01086	CDS	840				hypothetical protein
HOOJEANF_01087	CDS	891				hypothetical protein
HOOJEANF_01088	CDS	1182	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
HOOJEANF_01089	CDS	963				hypothetical protein
HOOJEANF_01090	CDS	993				hypothetical protein
HOOJEANF_01091	CDS	1074	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
HOOJEANF_01092	CDS	1071	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
HOOJEANF_01093	CDS	684	ftsE		COG2884	Cell division ATP-binding protein FtsE
HOOJEANF_01094	CDS	990				hypothetical protein
HOOJEANF_01095	CDS	480				hypothetical protein
HOOJEANF_01096	CDS	378				hypothetical protein
HOOJEANF_01097	CDS	1557				hypothetical protein
HOOJEANF_01098	CDS	519				hypothetical protein
HOOJEANF_01099	CDS	1023	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
HOOJEANF_01100	CDS	1551	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
HOOJEANF_01101	CDS	357				hypothetical protein
HOOJEANF_01102	CDS	672				hypothetical protein
HOOJEANF_01103	CDS	321	yidD			Putative membrane protein insertion efficiency factor
HOOJEANF_01104	CDS	384	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
HOOJEANF_01105	CDS	1437	putP		COG0591	High-affinity proline transporter PutP
HOOJEANF_01106	CDS	150				hypothetical protein
HOOJEANF_01107	CDS	621				hypothetical protein
HOOJEANF_01108	CDS	1362	steT_1		COG0531	Serine/threonine exchanger SteT
HOOJEANF_01109	CDS	495	crtK-2		COG3476	Tryptophan-rich protein TspO
HOOJEANF_01110	CDS	1530				hypothetical protein
HOOJEANF_01111	CDS	204				hypothetical protein
HOOJEANF_01112	CDS	426				hypothetical protein
HOOJEANF_01113	CDS	930				hypothetical protein
HOOJEANF_01114	CDS	1176	rip3		COG0517	Putative zinc metalloprotease Rip3
HOOJEANF_01115	CDS	1431	pyk	2.7.1.40	COG0469	Pyruvate kinase
HOOJEANF_01116	CDS	2973	cpoB_1			Cell division coordinator CpoB
HOOJEANF_01117	CDS	2028	ftsH_1	3.4.24.-		ATP-dependent zinc metalloprotease FtsH
HOOJEANF_01118	CDS	375	rpsL			30S ribosomal protein S12
HOOJEANF_01119	CDS	474	rpsG			30S ribosomal protein S7
HOOJEANF_01120	CDS	2121	fusA_1		COG0480	Elongation factor G
HOOJEANF_01121	CDS	1191	tufA_1		COG0050	Elongation factor Tu-A
HOOJEANF_01122	CDS	312	rpsJ		COG0051	30S ribosomal protein S10
HOOJEANF_01123	CDS	627	rplC			50S ribosomal protein L3
HOOJEANF_01124	CDS	648	rplD			50S ribosomal protein L4
HOOJEANF_01125	CDS	300	rplW			50S ribosomal protein L23
HOOJEANF_01126	CDS	852	rplB		COG0090	50S ribosomal protein L2
HOOJEANF_01127	CDS	294	rpsS		COG0185	30S ribosomal protein S19
HOOJEANF_01128	CDS	366	rplV		COG0091	50S ribosomal protein L22
HOOJEANF_01129	CDS	711	rpsC		COG0092	30S ribosomal protein S3
HOOJEANF_01130	CDS	438	rplP		COG0197	50S ribosomal protein L16
HOOJEANF_01131	CDS	210	rpmC			50S ribosomal protein L29
HOOJEANF_01132	CDS	309	rpsQ			30S ribosomal protein S17
HOOJEANF_01133	CDS	369	rplN		COG0093	50S ribosomal protein L14
HOOJEANF_01134	CDS	372	rplX			50S ribosomal protein L24
HOOJEANF_01135	CDS	576	rplE		COG0094	50S ribosomal protein L5
HOOJEANF_01136	CDS	270	rpsN2		COG0199	Alternate 30S ribosomal protein S14
HOOJEANF_01137	CDS	402	rpsH		COG0096	30S ribosomal protein S8
HOOJEANF_01138	CDS	555	rplF			50S ribosomal protein L6
HOOJEANF_01139	CDS	360	rplR			50S ribosomal protein L18
HOOJEANF_01140	CDS	528	rpsE		COG0098	30S ribosomal protein S5
HOOJEANF_01141	CDS	471	rplO			50S ribosomal protein L15
HOOJEANF_01142	CDS	1332	secY		COG0201	Protein translocase subunit SecY
HOOJEANF_01143	CDS	825	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
HOOJEANF_01144	CDS	222	infA			Translation initiation factor IF-1
HOOJEANF_01145	CDS	384	rpsM		COG0099	30S ribosomal protein S13
HOOJEANF_01146	CDS	405	rpsK			30S ribosomal protein S11
HOOJEANF_01147	CDS	603	rpsD		COG0522	30S ribosomal protein S4
HOOJEANF_01148	CDS	987	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
HOOJEANF_01149	CDS	594				hypothetical protein
HOOJEANF_01150	CDS	2241	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
HOOJEANF_01151	CDS	381	ihfB			Integration host factor subunit beta
HOOJEANF_01152	CDS	432	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
HOOJEANF_01153	CDS	1041				hypothetical protein
HOOJEANF_01154	CDS	540		2.7.7.53	COG0537	AP-4-A phosphorylase
HOOJEANF_01155	CDS	834	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
HOOJEANF_01156	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
HOOJEANF_01157	tRNA	76				tRNA-His(gtg)
HOOJEANF_01158	tRNA	78				tRNA-Glu(ttc)
HOOJEANF_01159	CDS	1152				hypothetical protein
HOOJEANF_01160	CDS	237				hypothetical protein
HOOJEANF_01161	CDS	678				hypothetical protein
HOOJEANF_01162	CDS	561	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
